,CESIUSD Index,CESIG10 Index,CESIJPY Index,CESICNY Index,CESIEUR Index
2011-06-06,-112.7,-45.5,-28.8,13,13.7
2011-06-03,-117.2,-46.9,-28.1,-1.5,14.2
2011-06-02,-90.9,-35.9,-28,-4.4,14.4
2011-06-01,-91.3,-36.1,-27.9,-6.8,14.5
2011-05-31,-71.4,-27.1,-27.9,-12.9,14.7
2011-05-27,-57.2,-20.8,-31.8,-18.9,16.5
2011-05-26,-57.9,-19.9,-36.2,-20,23.1
2011-05-25,-48.9,-15.4,-37.4,-21.1,25.6
2011-05-24,-48,-15.4,-38.3,-22,24.6
2011-05-23,-49.8,-16.6,-39,-22.9,22.8
2011-05-20,-49.1,-16.2,-40.6,-25.3,23.1
2011-05-19,-49,-16.1,-41.1,-26.1,18.4
2011-05-18,-43.9,-11.2,-16.9,-26.7,18.7
2011-05-17,-43.8,-10.6,-15.9,-27.4,18.3
2011-05-16,-38.3,-9.8,-16.1,-20.9,20.3
2011-05-13,-34.4,-14.6,-39.5,-15.9,9.3
2011-05-12,-35.8,-23.7,-38.7,-12.6,-19.4
2011-05-11,-35.3,-22.2,-32.5,-10.4,-19.9
2011-05-10,-32.6,-20.5,-32.1,0.9,-20.4
2011-05-09,-32.1,-19.3,-32.8,1.2,-14.1
2011-05-06,-31.3,-20.3,-33.4,3.8,-16.9
2011-05-05,-26.7,-20.3,-33.5,4.4,-18.8
2011-05-04,-20.3,-13.4,-33.6,5,-6
2011-05-03,-6.7,-7.4,-33.7,5.5,-6.7
2011-05-02,-4.2,-5.9,-33.8,5.9,-7.2
2011-04-29,1,-3.8,-33.1,15.7,-8.9
2011-04-28,3.5,2.6,-32.6,15.7,7.4
2011-04-27,11.7,14.4,22.3,15.7,11.3
2011-04-26,12.1,14.7,27.4,15.7,10.4
2011-04-25,10.2,14,27.9,15.8,10
2011-04-21,11.6,13.1,29.2,16.1,9
2011-04-20,19.8,15.4,29.4,16.1,9.7
2011-04-19,19.9,15,25.3,16.2,10
2011-04-18,20.2,14.1,25.5,17.9,10.8
2011-04-15,23,16.3,26.2,20.6,13.3
2011-04-14,25.8,12.5,26.4,-11.1,-3.4
2011-04-13,29.6,14.5,26.6,-10.7,-3
2011-04-12,28.5,15.2,26.8,-10.3,-2.7
2011-04-11,32.8,19.2,25.5,-10,2.4
2011-04-08,34.1,20.5,26.7,-42.6,4.2
2011-04-07,34.5,21.8,29.5,-43.8,4.7
2011-04-06,34.6,20,29.4,-44.6,0.5
2011-04-05,37.1,18.7,29.2,-45.3,-5.7
2011-04-04,43.1,20.8,29.1,-45.8,-3.3
2011-04-01,51.5,25,28.9,-46.9,-0.1
2011-03-31,42.9,21.1,18.3,-47.6,0.6
2011-03-30,44.4,21.6,16.4,-47.9,1.6
2011-03-29,46.1,21.1,8.3,-48.2,1.5
2011-03-28,50.3,19.6,-5.9,-48.5,-1.9
2011-03-25,54.2,22,-5.2,-49.1,0.3
2011-03-24,53.8,19.6,-5,-49.3,-6.9
2011-03-23,57.8,20.1,-4.9,-49.5,-12.3
2011-03-22,61,21.1,-4.8,-49.7,-12.8
2011-03-21,61.6,21.6,-4.7,-49.8,-11.4
2011-03-18,63.3,22.4,-4.5,-50.3,-9.9
2011-03-17,63.8,22.7,-4.5,-50.5,-9.8
2011-03-16,60.2,20.7,-8.9,-50.6,-9.6
2011-03-15,62.6,23,-8.9,-50.7,0.8
2011-03-14,63.5,24.3,-8.8,-50.9,4.2
2011-03-11,68.3,28,-3.6,-48.6,7.6
2011-03-10,74.9,31.2,-2.8,-26.9,8.2
2011-03-09,88.4,37.2,-2.1,47.2,8.3
2011-03-08,91.2,36.7,-3.8,53.8,7.2
2011-03-07,93.2,37.3,-0.4,57.8,5.1
2011-03-04,97.5,39.8,0.5,65.3,6.3
2011-03-03,86.1,34.1,0.9,67,6.5
2011-03-02,83.6,33.3,1.2,68.6,5.7
2011-03-01,77.3,30.8,1.4,70,5.8
2011-02-28,74.5,27.3,-5.5,71.2,6
2011-02-25,70.2,31.8,23.4,74.4,14.6
2011-02-24,77.1,36.5,24.4,75.4,19.5
2011-02-23,77.2,36.4,25.2,76.2,18.4
2011-02-22,76.6,36,25.9,77.1,17.9
2011-02-18,72,33.7,28.1,80,15.8
2011-02-17,72.1,33.8,28.5,80.6,21.2
2011-02-16,63.9,30.7,28.9,81.3,19.5
2011-02-15,67.4,33.8,30.6,81.9,20.2
2011-02-14,68.4,37.5,31,82.4,30.9
2011-02-11,67.1,38.3,21.8,35.8,37.5
2011-02-10,66.6,39,23.5,36.2,39.2
2011-02-09,63.6,39.4,31.1,36.6,37.3
2011-02-08,63.4,40.4,32.2,37,38
2011-02-07,63.2,42.8,32.2,36.2,45.7
2011-02-04,64.1,46.2,36.5,35.6,53.3
2011-02-03,46.8,38.5,37.7,35.6,53.5
2011-02-02,42,35.8,38.7,35.6,53.8
2011-02-01,40.4,34.7,39.6,35.7,52.1
2011-01-31,28.7,34.3,43.3,35.8,66.5
2011-01-28,28.2,34.9,41.3,36.1,70
2011-01-27,33.4,38.2,44.4,36.2,71.9
2011-01-26,42.8,41.9,45,36.3,71.2
2011-01-25,42.2,41.4,43,36.5,71.4
2011-01-24,35.7,43.1,42.1,36.6,70.9
2011-01-21,38.6,45.3,41,37,73.4
2011-01-20,39.2,43.7,40.9,37.1,69.2
2011-01-19,39.5,44.4,40.8,24.7,70.6
2011-01-18,40.6,45.9,40.2,24.8,73.1
2011-01-14,36.2,40.6,40.4,24.3,65.9
2011-01-13,40.2,42.6,40.5,24.2,66.9
2011-01-12,36.4,42.7,49.3,24.3,67.8
2011-01-11,36.7,43.3,49.5,24.3,68.6
2011-01-10,35.8,43.4,49.7,24.3,69.3
2011-01-07,35.1,45.2,57.5,41.9,71.3
2011-01-06,18.9,39.7,58.9,41.9,76.1
2011-01-05,18.9,36.7,60,42,61.6
2011-01-04,14.9,35.2,61.3,42.1,62.1
2011-01-03,14.6,35.3,62.3,42.2,63.4
2010-12-31,14.6,37.4,64.8,42.5,68.1
2010-12-30,14.7,37.6,65.5,42.6,69.1
2010-12-29,6.3,33.8,66.1,42.7,67.5
2010-12-28,6.5,33.4,66.7,42.8,65.2
2010-12-27,11.9,35.4,63.8,42.9,65.7
2010-12-23,12.5,38.7,74.2,43.3,70
2010-12-22,14.3,38.2,75.6,43.4,64
2010-12-21,17.6,40.8,76.9,43.5,65.5
2010-12-20,17.4,41.4,78,43.5,66.7
2010-12-17,17.7,43.5,80.8,43.8,72.9
2010-12-16,17.8,40.2,81.7,43.9,61.3
2010-12-15,14.3,38.9,82.4,44,61.8
2010-12-14,11,34.8,62.5,44.1,62.3
2010-12-13,1.4,30.8,64,44.2,62.2
2010-12-10,1.7,30.7,66.9,26.8,61.3
2010-12-09,-14,24.5,67.6,-9.4,60.8
2010-12-08,-14.1,23,60.8,-5.9,60.5
2010-12-07,-14.1,21,65.7,-3.8,52.5
2010-12-06,-12.1,21.9,66.3,-2.4,53.3
2010-12-03,-9.6,23,72.2,0.4,50.1
2010-12-02,20.6,32.7,51.9,1,49.4
2010-12-01,21.7,33.2,52.9,1.6,48.9
2010-11-30,22.4,34,53.8,2.1,52.1
2010-11-29,19.4,30.9,37.2,2.5,51.8
2010-11-26,24.1,32.5,41.2,3.7,52
2010-11-24,25.9,33.1,43.3,4.3,51.1
2010-11-23,30.4,28.7,44.2,4.5,29.9
2010-11-22,29.7,28.8,44.9,4.8,32.8
2010-11-19,29.7,29.3,46.9,5.5,34
2010-11-18,29.9,29.8,47.5,5.7,35.1
2010-11-17,24.1,27.5,48.1,5.9,36
2010-11-16,29.2,29.4,48.6,6.1,36.7
2010-11-15,28.5,22,51.7,6.3,13.2
2010-11-12,36,24.4,47.3,6.8,12.1
2010-11-10,36.1,25.1,43.9,14.5,16.3
2010-11-09,32.6,25.5,42.4,15,22.6
2010-11-08,32.6,25.5,33.2,15.1,26.3
2010-11-05,26,25.7,28.7,12.3,37.6
2010-11-04,12.8,24.5,27.7,12.1,52.7
2010-11-03,12.7,25.3,26.8,12,54
2010-11-02,10,24.1,26.1,11.9,54.5
2010-11-01,9.1,24,25.5,11.8,56
2010-10-29,1.7,21.3,24.1,11.6,59.1
2010-10-28,-0.5,23,40.4,11.6,59.9
2010-10-27,-1.7,21.9,40.1,11.6,57.6
2010-10-26,-3.7,19.8,36.8,11.5,54.5
2010-10-25,-3.9,18.4,34.7,11.5,57.4
2010-10-22,-4.7,18.9,31,11.5,63
2010-10-21,-4.9,15,30.2,11.5,51.1
2010-10-20,-4.8,13.8,29.4,14.2,46.4
2010-10-19,-4.9,16.6,28.8,14.2,55
2010-10-18,-5.8,18.5,28.2,14.3,62.6
2010-10-15,-3.3,23.3,26.7,14.3,75.2
2010-10-14,-4.1,23.5,26.3,14.3,78.1
2010-10-13,3.1,27.2,25.9,14.3,80.6
2010-10-12,2.2,24.2,1.1,14.4,82.9
2010-10-08,-2.8,24,-0.7,4.5,88.7
2010-10-07,0.8,26.3,-3.1,3.4,89.8
2010-10-06,-0.5,24.4,-3.4,5.4,85.9
2010-10-05,-1.2,21.8,-3.8,6.3,79.3
2010-10-04,-4.4,20.5,-6.6,6.8,81.4
2010-10-01,-6.4,20.4,-10.8,7.4,84.9
2010-09-30,-7.9,20.6,-11.7,7.5,88.1
2010-09-29,-14.9,19.6,0.6,7.5,89.2
2010-09-28,-11.7,14.1,-35.9,7.6,84.6
2010-09-27,-7.1,18.4,-30.1,7.6,90.1
2010-09-24,-8.7,16.6,-25,7.6,84.2
2010-09-23,-8.3,15.6,-24,7.6,79.8
2010-09-22,-8,16.3,-23.3,7.6,80.2
2010-09-21,-8.9,17.8,-22.7,7.6,83.3
2010-09-20,-10.6,17.6,-22.2,7.6,83.9
2010-09-17,-13.7,17.3,-21.2,7.5,87.9
2010-09-16,-7.9,20,-20.9,7.5,89.1
2010-09-15,-10.2,19.4,-26.4,7.5,90.2
2010-09-14,-9.6,17.5,-26.2,7.5,79.9
2010-09-13,-15.5,22,-26,7.5,104
2010-09-10,-16.9,20.4,-26.5,-15.7,101.1
2010-09-09,-17.3,19.8,-26.5,-15.7,100.4
2010-09-08,-30.3,14.7,-26.5,-15.8,100
2010-09-07,-33.4,11.5,-40.3,-15.7,103.6
2010-09-03,-38.4,13,-34.1,2.9,113.8
2010-09-02,-42.3,12.4,-33.4,5,114.9
2010-09-01,-43.2,12.6,-32.8,6.7,115.7
2010-08-31,-53.1,9.6,-32.3,8.2,117.2
2010-08-30,-57.3,5.3,-40.5,9.6,113
2010-08-27,-59.6,3.5,-42.8,12.8,110.3
2010-08-26,-62.8,1.7,-44.4,13.7,110.3
2010-08-25,-64.3,1.3,-45.6,14.5,111.3
2010-08-24,-57.8,0.2,-47.1,15.2,99.4
2010-08-23,-59.5,1.3,-48.2,15.9,103.3
2010-08-20,-59,1.2,-50.4,17.8,103.1
2010-08-19,-59,1.7,-51,18.3,104.1
2010-08-18,-53,3.4,-51.4,18.9,105.1
2010-08-17,-53.2,3.6,-51.9,19.4,105.2
2010-08-16,-57.3,4.5,-54.6,19.8,114.9
2010-08-13,-57.4,9.1,-23.6,21.1,115.1
2010-08-12,-56.1,-2.5,-25.2,21.5,73.6
2010-08-11,-55,-2.2,-26.5,21.9,73.7
2010-08-10,-33,7.9,-21.1,40.9,73.9
2010-08-09,-33,8.2,-21.1,31.4,74
2010-08-06,-32.9,11.1,-20.4,32.7,77.7
2010-08-05,-31.6,14.1,-20.8,33.4,83
2010-08-04,-30.4,13.4,-21.2,33.9,78
2010-08-03,-33.8,13.2,-21.5,34.4,80.1
2010-08-02,-34.1,14.8,-21.8,34.8,83.2
2010-07-30,-37.4,16,-22.8,36,89.8
2010-07-29,-40.8,17,-3,36.3,87.6
2010-07-28,-41.1,14.2,-3.2,36.7,76.6
2010-07-27,-37.9,16.3,-3.8,37,77.8
2010-07-26,-37.1,16.4,-4.3,37.3,76.7
2010-07-23,-37,18.2,-5.2,38.1,80.8
2010-07-22,-36.8,1.7,-5.5,38.4,32.5
2010-07-21,-35.6,-1,-5.7,38.7,20.9
2010-07-20,-35,0.9,-6,38.9,27.3
2010-07-19,-34.1,2.7,-6.2,39.2,32.4
2010-07-16,-33.5,7.1,-5.5,39.9,44.3
2010-07-15,-28.5,10.4,-4.1,40.1,47.2
2010-07-14,-25.3,12.6,-4,68.2,49.7
2010-07-13,-26,14.1,-4,68.4,53.5
2010-07-12,-17.2,20.2,-4,71,63.1
2010-07-09,-19.6,21.4,-4,56,69.7
2010-07-08,-20.1,20,-4,56.8,71.4
2010-07-07,-20.8,19.6,12.4,56.2,66.1
2010-07-06,-21.1,21,12.4,56.1,70.1
2010-07-02,-19.9,22.6,6,56.6,74.2
2010-07-01,-43.6,13.1,5.3,56.8,75.3
2010-06-30,-35.9,12.1,-38,57.1,79.5
2010-06-29,-36.4,13.4,-32.5,57.3,80.5
2010-06-28,-24.8,18,-29.3,57.5,79.5
2010-06-25,-24.3,21,-27.4,58.1,87.1
2010-06-24,-20,23.2,-27.2,58.3,88.1
2010-06-23,-20.6,22.9,-27.1,58.5,87.9
2010-06-22,-14.9,27.5,-26.9,58.7,90.3
2010-06-21,-15.1,23.8,-26.8,58.9,78.5
2010-06-18,-15.8,26.8,-26.6,59.5,88.2
2010-06-17,-15.9,27.4,-26.6,59.7,90.1
2010-06-16,-10.8,29.5,-26.6,59.9,91.7
2010-06-15,-12.1,30.1,-24,60.1,93.1
2010-06-14,-13.6,37.1,-24,60.3,116.1
2010-06-11,-14.2,39,-20.9,60.8,120.1
2010-06-10,3.2,47.2,-20.4,60,121.2
2010-06-09,1.2,44.8,-35.2,8,122.3
2010-06-08,2.6,45.5,-38.8,8,123.3
2010-06-07,4.9,46.9,-38.8,8.9,123.4
2010-06-04,8.2,45.8,-38.4,17.4,115.8
2010-06-03,14.8,48.1,-37.7,18.8,116.4
2010-06-02,15.8,48.5,-37.2,20,117.1
2010-06-01,18.1,50.1,-36.9,21,119.2
2010-05-28,21.7,57.6,-15.5,24,130.2
2010-05-27,23.2,59,-10.6,24.6,131
2010-05-26,30.3,54.6,-10.6,25.1,106.9
2010-05-25,25,53.6,-6.9,25.6,108.5
2010-05-24,20.5,52.3,-4.7,26.1,108.2
2010-05-21,19.4,51.4,-0.9,27.3,104.2
2010-05-20,19.2,51,0,27.7,108.2
2010-05-19,20.7,54.3,15.9,28.1,111
2010-05-18,22.8,54.9,16.6,28.4,110.1
2010-05-17,21.6,55.1,26.6,28.7,111.1
2010-05-14,14.3,52.1,30.7,29.7,111.2
2010-05-13,13.9,52.3,32.3,29.9,111.4
2010-05-12,14.4,52.2,27.9,30.2,111.6
2010-05-11,14.4,45,28.9,30.5,100.7
2010-05-10,14.7,44.4,29.8,32.8,100.3
2010-05-07,11.5,44,38.2,21.5,99.7
2010-05-06,13.4,39.3,39.3,20.6,89.4
2010-05-05,13.2,35.1,40.3,19.9,78
2010-05-04,17.1,36.3,41.4,19.3,76
2010-05-03,20.3,34.5,44.7,18.8,64.2
2010-04-30,20.3,34.5,44.7,17.8,64.2
2010-04-29,18.3,34.1,48,17.6,63.5
2010-04-28,19.2,32.4,48.6,17.4,57.7
2010-04-27,22.9,33.3,48.9,17.2,56.2
2010-04-26,19.7,32.5,49.4,17,57.5
2010-04-23,23.5,35.4,50.7,16.6,62.3
2010-04-22,21.6,26,51.1,16.4,26.3
2010-04-21,22.8,25.1,51.6,16.3,20.2
2010-04-20,23.5,24.5,52,16.3,21.2
2010-04-19,23.8,19,47.4,15.1,9
2010-04-16,28,20.9,48.5,13.4,9.3
2010-04-15,34.4,20.5,48.8,13.1,-1.6
2010-04-14,37.7,21.9,49.2,-1.8,-1.6
2010-04-13,40.1,23.6,49.5,-2.1,0.1
2010-04-12,43.1,24.7,46.9,-2.4,1.2
2010-04-09,42.2,24.7,44.3,5.3,2.9
2010-04-08,42.1,25.5,44,11.4,3.3
2010-04-07,43.4,29.3,61.8,14.8,7.8
2010-04-06,41.8,28.4,61.6,17.3,6.3
2010-04-05,40.1,27.8,61.4,19.1,6.7
2010-04-01,40.1,27.8,61.4,23.9,6.7
2010-03-31,33.8,21.4,30.5,24.8,7.7
2010-03-30,35.9,23.3,35.8,25.5,7.8
2010-03-29,34.5,22.8,41.5,26.2,7.9
2010-03-26,36.3,22.7,41.5,27.9,5.2
2010-03-25,40.8,24.8,41.6,28.4,5.4
2010-03-24,40.7,26.3,41.6,28.9,15.4
2010-03-23,41.5,18.1,42.6,29.4,-13.1
2010-03-22,41.8,17.9,43.2,29.8,-16
2010-03-19,38.4,16.4,44.3,30.9,-16
2010-03-18,37.7,14.3,44.6,31.2,-16.1
2010-03-17,37,13.8,44.9,31.6,-16.1
2010-03-16,36.6,12.3,35,31.9,-16
2010-03-15,36.3,11.1,35.2,32.2,-17.5
2010-03-12,36.1,10.1,39.4,33,-24
2010-03-11,26,5.8,41.7,33.2,-25
2010-03-10,14.8,2.2,51,28.1,-25.8
2010-03-09,17,3.8,52.4,0.7,-26.5
2010-03-08,19.7,6.2,53.8,-1.4,-27.1
2010-03-05,23.4,4.2,36.4,-4.9,-31.2
2010-03-04,12.4,-3.8,35.3,-5.6,-42.6
2010-03-03,12.9,-3.8,34.6,-6.2,-44.1
2010-03-02,13.7,-3.5,34,-6.8,-41.3
2010-03-01,16.1,-3.4,35.9,-7.3,-42.4
2010-02-26,23.7,-0.8,35.5,-8.4,-45
2010-02-25,19.4,-2.6,12.1,-8.7,-34.8
2010-02-24,20.1,-2.7,12.1,-9,-35.9
2010-02-23,23.7,-1.3,12.1,-9.3,-36.1
2010-02-22,34.8,8.2,12,-9.5,-19.6
2010-02-19,37.6,10.3,11.9,-10.1,-16.9
2010-02-18,44.5,15.2,11.9,-10.3,-13.2
2010-02-17,46.8,17.2,11.8,-10.5,-9.7
2010-02-16,45.6,19.1,16.3,-10.7,-9.4
2010-02-12,42.1,15.1,5.5,-11.2,-13.7
2010-02-11,41.9,17.7,8.3,-11.4,-6.5
2010-02-10,40.9,17.1,10.3,-11.5,-5.7
2010-02-09,51.1,18.4,-8.5,10.7,-5.6
2010-02-08,49.7,18.4,-7.4,10.7,-5.4
2010-02-05,45.3,16.5,0,12.8,-5.3
2010-02-04,28.6,10.8,-1.8,13.1,1.5
2010-02-03,30.9,14.9,-0.4,13.4,9.8
2010-02-02,28.3,14.9,-0.4,13.6,9.8
2010-02-01,26.2,14.1,0.1,13.8,10
2010-01-29,14.8,9.4,1.5,14.2,10.3
2010-01-28,-4.3,-0.7,-2.8,14.3,7
2010-01-27,-0.3,-0.9,-2.5,14.4,-0.4
2010-01-26,1.2,-0.1,-0.4,14.5,-0.8
2010-01-25,-0.7,-3.7,0.9,14.6,-14.9
2010-01-22,-2,-3.2,5,14.8,-13.6
2010-01-21,-2.4,-2.7,5.8,14.9,-17.5
2010-01-20,2.7,-0.5,6.6,22.1,-17.4
2010-01-19,2.8,0.1,7.3,22.1,-16.2
2010-01-15,-11.8,-5.5,10,26.3,-8.2
2010-01-14,-12.4,-9.2,10.8,26.8,-19.4
2010-01-13,-4.1,-3.5,30.6,27.3,-19
2010-01-12,-4.3,-3.4,31.2,27.6,-18.7
2010-01-11,2.3,-1.1,31.7,28,-18.4
2010-01-08,5.2,-0.4,33.1,-6.1,-18.8
2010-01-07,16.6,5.4,33.6,-5,-17.7
2010-01-06,16.5,6.6,37.7,-4.1,-15.8
2010-01-05,18.7,7.6,37.7,-3.4,-15.8
2010-01-04,19.9,8.3,38,-2.7,-15.8
2009-12-31,18.4,7.1,39.2,-0.7,-15.5
2009-12-30,16.1,6.2,39.5,-0.3,-15.5
2009-12-29,10.4,6.2,41.3,0.1,-8.6
2009-12-28,6.3,2.2,42,0.5,-17.1
2009-12-24,6.3,2.2,42,1.7,-17.1
2009-12-23,4.5,1.5,42.6,1.9,-17.2
2009-12-22,8.3,4.2,43.2,2.2,-14.8
2009-12-21,17.6,8,43.8,2.4,-16.3
2009-12-18,17.2,7.4,45.3,3,-17.8
2009-12-17,17.1,7.3,45.7,3.2,-18.4
2009-12-16,16.5,7.5,46.2,3.4,-18.7
2009-12-15,20.5,15.3,46.6,3.6,4.4
2009-12-14,27.8,17.4,47.2,3.8,3.5
2009-12-11,30,17.1,30.5,4.3,5.8
2009-12-10,15.1,11.1,31.2,30,6.1
2009-12-09,6.3,7.2,31.7,30.2,6.2
2009-12-08,6.9,10.8,53.6,30.7,6.4
2009-12-07,5.4,13.5,50.9,31,18
2009-12-04,3.7,14,47.4,31.8,25.9
2009-12-03,-25.3,0.4,46.7,32,25.8
2009-12-02,-21.9,1.9,46.2,32.2,25.7
2009-12-01,-24.1,1,45.7,32.4,25.6
2009-11-30,-21.4,2.8,45.4,32.6,25.3
2009-11-27,-24.7,1.1,41.3,33.2,26.4
2009-11-25,-24.8,0.2,33.7,33.6,28.9
2009-11-24,-28.1,-0.9,32.5,33.7,30.2
2009-11-23,-27.4,-4.7,31.8,33.9,15.9
2009-11-20,-23.1,-1.6,30.6,34.4,21.9
2009-11-19,-22.2,-0.8,30.3,34.5,23
2009-11-18,-23.5,-1.2,30.1,34.7,23.9
2009-11-17,-25.5,-1.3,29.9,34.8,24.6
2009-11-16,-24.9,0.5,43.2,35,25.3
2009-11-13,-17,-1.4,13.1,35.4,19.4
2009-11-12,1.4,7.6,12.3,35.5,23.8
2009-11-10,2,7,1.9,28.3,26.1
2009-11-09,0.5,10.5,1.7,28.4,35.5
2009-11-06,0.7,10.6,5.4,21.7,33.7
2009-11-05,24.3,22.4,7.4,19.9,35.2
2009-11-04,23.5,22,8.7,18.6,36.3
2009-11-03,29.3,24,9.8,17.5,36.9
2009-11-02,32.2,26,10.7,16.7,39.4
2009-10-30,29.2,25.4,12.5,14.6,43.2
2009-10-29,25.5,23.7,1.5,14.1,46.8
2009-10-28,22.6,21.3,1.9,13.7,41.3
2009-10-27,26.6,21.6,1.6,13.2,36.9
2009-10-26,34.8,27,1.3,12.8,43.1
2009-10-23,37,29.3,1.2,11.9,47.2
2009-10-22,37.7,30.2,1.2,11.6,40.8
2009-10-21,40,31.1,1.2,0.4,37.7
2009-10-20,40.8,31.8,1.3,0.2,39.8
2009-10-19,41.9,32.8,1.3,-0.1,41.6
2009-10-16,43.7,35.2,1.5,-0.8,46.7
2009-10-15,44.4,36.1,1.5,-1,47.8
2009-10-14,35.3,32.6,1.6,-1.2,48.9
2009-10-13,31.2,31,1.9,-19.8,49.8
2009-10-09,33.2,33.3,-1.4,-18.2,50.8
2009-10-08,26.8,28.9,0.8,-18.1,50.1
2009-10-07,25.3,27.6,-0.8,-18.1,50
2009-10-06,26.9,28.1,-1.1,-18.2,48.8
2009-10-05,28.6,30.1,-1.3,-18.3,48.6
2009-10-02,30,32.1,-5.7,-18.6,55.5
2009-10-01,42,36.2,-16.2,-18.7,57
2009-09-30,48.5,38.9,-26.3,-18.8,61.3
2009-09-29,46.8,39.2,-22.6,-18.8,62.3
2009-09-28,51.2,41.7,-23.1,-18.9,63.7
2009-09-25,50.4,40.2,-37.2,-19.1,65.1
2009-09-24,52.6,42,-40.6,-19.2,68.7
2009-09-23,50.6,43.6,-43.3,-19.3,77.4
2009-09-22,50.8,42.9,-45.6,-19.4,76.6
2009-09-21,51.1,44,-47.5,-19.4,77.1
2009-09-18,52.7,45.4,-52.4,-19.7,80.3
2009-09-17,53.1,45.8,-53.8,-19.7,81.7
2009-09-16,49.5,44.7,-57,-19.8,82.9
2009-09-15,54.6,45,-41,-19.9,72.2
2009-09-14,43.7,40.8,-42.1,-20,76.7
2009-09-11,44.7,42.3,-44.8,-20.2,79.8
2009-09-10,42.7,41.8,-45.7,-21.7,80.7
2009-09-09,55.6,49.2,-36.8,-21.8,81.5
2009-09-08,55.6,50.2,-37.4,-18.6,82.3
2009-09-04,58.1,54.1,-31.5,-3.5,88.1
2009-09-03,71.4,58.4,-31.9,-1.7,88.1
2009-09-02,69.7,57.4,-32.3,-0.2,88.2
2009-09-01,71.1,57.9,-32.7,1.2,88.3
2009-08-31,66.6,55.3,-40.6,2.3,84.3
2009-08-28,66.6,55.3,-40.6,5.2,84.3
2009-08-27,66,52.6,-32.6,6,77.5
2009-08-26,59.1,50,-33,6.7,80.1
2009-08-25,53.6,43.4,-31.4,7.4,64.4
2009-08-24,46.3,41,-30.6,8,65.5
2009-08-21,49.8,42.7,-29.6,9.7,66.4
2009-08-20,50.8,43.2,-29.5,10.2,66.3
2009-08-19,51.4,43.5,-29.4,10.7,66.3
2009-08-18,52.1,44.2,-29.3,11.1,66.3
2009-08-17,52.7,36.8,-36.6,11.6,48.9
2009-08-14,40.9,32.7,-42.1,12.7,53.5
2009-08-13,44.4,32.5,-50.9,13.1,54.7
2009-08-12,57.1,33.9,-52,13.4,41.5
2009-08-11,54.6,33,-52.2,13.8,42.3
2009-08-10,55.7,33.8,-53.2,43,42.9
2009-08-07,55.5,32.7,-73.7,41.8,44.6
2009-08-06,31.3,24.7,-73.8,42,47.5
2009-08-05,28.5,19.5,-74,42.1,35.8
2009-08-04,33.3,21.1,-74.2,42.3,37
2009-08-03,34.7,23.3,-74.5,42.5,40.1
2009-07-31,30.9,24.9,-75.3,43,48.7
2009-07-30,23.4,23,-71.1,43.2,49.6
2009-07-29,24.9,22.2,-70.1,43.4,45.3
2009-07-28,29.2,23.1,-72.1,43.6,41.8
2009-07-27,34.1,26.2,-71.7,43.8,42.4
2009-07-24,32.6,27.6,-72,44.3,46.5
2009-07-23,32.5,27.7,-72.1,44.5,38.7
2009-07-22,32.7,26.2,-72.4,44.7,37.6
2009-07-21,33.4,26,-72.6,44.8,37
2009-07-20,34,27.3,-72.8,45,40.1
2009-07-17,35.4,30.7,-73.5,45.5,50
2009-07-16,34.6,31.2,-73.7,45.7,52.4
2009-07-15,38.1,34.5,-64.4,38.8,54.5
2009-07-14,31.9,36.5,-64.6,39,67.9
2009-07-13,36.7,43.5,-64.8,50.4,84.5
2009-07-10,37.9,46.1,-64.8,65.7,91.1
2009-07-09,29.5,42,-65,70.1,92.8
2009-07-08,25.8,40.2,-65.2,72.7,94.3
2009-07-07,25.9,38.6,-52.9,76.4,82.4
2009-07-06,31,37.5,-50.9,79.2,71.5
2009-07-02,37.2,41.9,-47,87.4,74.2
2009-07-01,43.7,45,-46.5,89,75
2009-06-30,44.7,50.5,-14.3,90.5,78.1
2009-06-29,51.2,57.8,-10.2,91.8,89.3
2009-06-26,51.9,53.6,-12.1,95.5,72.5
2009-06-25,51,53,-15.2,96.6,72.2
2009-06-24,50.9,53.4,-17.6,97.7,74
2009-06-23,48.4,52.1,-19.6,98.7,74.1
2009-06-22,49.5,51.9,-21.2,99.6,73.3
2009-06-19,54.5,50.9,-23.2,102.3,62.1
2009-06-18,55.5,51.8,-24.2,103.1,61.9
2009-06-17,50.2,50.5,-25.1,103.9,61.8
2009-06-16,51,49.8,-26,104.6,61.7
2009-06-15,51.6,48.1,-26.8,105.4,57.7
2009-06-12,61.9,54.3,-24.7,107.5,69.8
2009-06-11,62,54.8,-25,87.3,71.5
2009-06-10,55.8,50.6,-36.1,59,72.7
2009-06-09,57.5,53.1,-28,59.5,73.7
2009-06-08,60.4,56.8,-25.9,50.2,81.1
2009-06-05,64.8,56,-23,15.7,73.3
2009-06-04,58.8,53.4,-22.7,9.9,72.2
2009-06-03,59.8,54.5,-22.4,5.2,71.3
2009-06-02,60.5,52.4,-22.2,1.1,70.6
2009-06-01,60.1,52.1,-22,-2.3,69.9
2009-05-29,59.9,51.1,-21.7,-10.5,68.6
2009-05-28,69.9,51.1,-34,-12.7,64.4
2009-05-27,68.4,48.9,-33.9,-14.7,60.5
2009-05-26,67.2,47.8,-32.3,-16.5,58.6
2009-05-22,45.5,32.5,-29.7,-22.6,36.6
