,SPX Index,KOSPI Index,NKY Index,HSCEI Index,SX5E Index
2006-10-13,1365.62,1348.6,16536.54,7330.06,3999.07
2006-10-12,1362.83,1331.78,16368.81,7290.71,3999.89
2006-10-11,1349.95,1325.49,16400.57,7219.42,3967.39
2006-10-10,1353.42,1328.37,16477.25,7167.33,3960.67
2006-10-06,1349.58,1352,16436.06,7129.15,3940.31
2006-10-05,1353.22,1352,16449.33,7142.19,3939.86
2006-10-04,1350.22,1352,16082.55,7094.07,3914.73
2006-10-03,1334.11,1374.22,16242.09,7134.79,3880.14
2006-10-02,1331.32,1374.22,16254.29,7097.25,3892.48
2006-09-29,1335.85,1371.41,16127.58,7097.25,3899.41
2006-09-28,1339.15,1371.43,16024.85,7099.15,3894.98
2006-09-27,1336.59,1360.03,15947.87,7070.4,3896.18
2006-09-26,1336.34,1343.97,15557.45,6966.74,3872.92
2006-09-25,1326.37,1355.21,15633.81,7099.86,3822.12
2006-09-22,1314.78,1348.38,15634.67,7106.13,3812.73
2006-09-21,1318.03,1366.79,15834.23,7107.91,3857.14
2006-09-20,1325.18,1366.44,15718.67,7044.52,3841.31
2006-09-19,1318.31,1373.95,15874.28,7006.43,3780.18
2006-09-18,1321.18,1374.3,15866.93,6965.55,3808.47
2006-09-15,1319.87,1361.1,15866.93,6904.75,3812.11
2006-09-14,1316.28,1358.75,15942.39,6917.57,3796.59
2006-09-13,1318.07,1333.13,15750.05,6908.95,3805.55
2006-09-12,1313.11,1328.04,15719.34,6865.07,3788.96
2006-09-11,1299.54,1334.08,15794.38,6871.62,3742.06
2006-09-08,1298.92,1354.89,16080.46,6953,3750.08
2006-09-07,1294.02,1351.17,16012.41,6967.23,3739.7
2006-09-06,1300.26,1357.01,16284.09,6999.52,3772.21
2006-09-05,1313.25,1361.24,16385.96,7029.92,3817.76
2006-09-01,1311.01,1356.67,16134.25,6892.97,3820.89
2006-08-31,1303.82,1352.74,16140.76,6882.16,3808.7
2006-08-30,1304.27,1341.35,15872.02,6922.7,3817.86
2006-08-29,1304.28,1344.61,15890.56,6936.37,3806.81
2006-08-28,1301.78,1327.89,15762.59,6847.35,3808.57
2006-08-25,1295.09,1329.35,15938.66,6868.53,3781.17
2006-08-24,1296.06,1315.73,15960.62,6897.86,3781.87
2006-08-23,1292.99,1324.95,16163.03,6960.1,3758.98
2006-08-22,1298.82,1334.96,16181.17,7011.11,3792.55
2006-08-21,1297.52,1321.67,15969.04,6902.5,3777.25
2006-08-18,1302.3,1331.1,16105.98,6989.99,3791.4
2006-08-17,1297.48,1327.78,16020.84,7015.93,3800.1
2006-08-16,1295.43,1315.61,16071.36,7063.12,3791.1
2006-08-15,1285.58,1295.11,15816.19,7014.6,3766.38
2006-08-14,1268.21,1295.11,15857.11,7029.54,3719.11
2006-08-11,1266.74,1292.1,15565.02,7002.45,3675.06
2006-08-10,1271.81,1304.31,15630.91,6980.91,3675.44
2006-08-09,1265.95,1314.93,15656.59,6991.09,3707.19
2006-08-08,1271.48,1311.1,15464.66,6882.36,3668.1
2006-08-07,1275.77,1289.54,15154.06,6860.79,3658.25
2006-08-04,1279.36,1304.51,15499.18,6820.65,3718.09
2006-08-03,1280.27,1292.05,15470.37,6857.92,3667.91
2006-08-02,1278.55,1295.11,15464.29,6767.77,3696.35
2006-08-01,1270.92,1287.36,15440.91,6755.38,3640.6
2006-07-31,1276.66,1297.82,15456.81,6829.49,3691.87
2006-07-28,1278.55,1297.07,15342.87,6859.24,3710.6
2006-07-27,1263.2,1296.27,15179.78,6822.29,3681.55
2006-07-26,1268.4,1279.08,14884.07,6738.63,3640.75
2006-07-25,1268.88,1279.77,15005.24,6745.91,3631.5
2006-07-24,1260.91,1263.35,14794.5,6718.55,3632.93
2006-07-21,1240.29,1271.33,14821.26,6736.12,3557.08
2006-07-20,1249.13,1273.3,14946.84,6778.12,3589.63
2006-07-19,1259.81,1233.65,14500.26,6609.17,3585.65
2006-07-18,1236.86,1233.42,14437.24,6557.1,3492.11
2006-07-17,1234.49,1255.13,14845.24,6571.2,3498.62
2006-07-14,1236.2,1255.13,14845.24,6647.53,3508.25
2006-07-13,1242.29,1285.02,15097.95,6728.23,3562.56
2006-07-12,1258.6,1296.69,15249.32,6826.65,3630.5
2006-07-11,1272.52,1300.44,15473.82,6800.72,3617.78
2006-07-10,1267.34,1299.29,15552.81,6828.04,3666.51
2006-07-07,1265.48,1273.93,15307.61,6837.77,3651.33
2006-07-06,1274.08,1263.96,15321.4,6797.07,3662.39
2006-07-05,1270.91,1279.85,15523.94,6717.86,3618.64
2006-07-03,1280.19,1294.61,15571.62,6792.08,3662.92
2006-06-30,1270.2,1295.15,15505.18,6784.6,3648.92
2006-06-29,1272.87,1263.02,15121.15,6574.89,3582.61
2006-06-28,1246,1238.71,14886.11,6485.54,3506.02
2006-06-27,1239.2,1247.54,15171.81,6429.26,3506.93
2006-06-26,1250.56,1238.05,15152.4,6351.04,3534.84
2006-06-23,1244.5,1228.62,15124.04,6267.92,3550.15
2006-06-22,1245.6,1238.83,15135.69,6247.01,3544.85
2006-06-21,1252.2,1227.19,14644.26,6156.89,3526.86
2006-06-20,1240.12,1225.83,14648.41,6080.84,3514.83
2006-06-19,1240.14,1251.67,14860.35,6231.88,3490.24
2006-06-16,1251.54,1262.19,14879.34,6340.96,3463.56
2006-06-15,1256.16,1219.4,14470.76,6036.49,3493.25
2006-06-14,1230.04,1221.73,14309.56,5901.33,3414.21
2006-06-13,1223.69,1203.86,14218.6,5953.94,3408.02
2006-06-12,1236.4,1239.84,14833.01,6218.34,3480.76
2006-06-09,1252.3,1235.65,14750.84,6255.81,3520.99
2006-06-08,1257.93,1223.13,14633.03,6340.6,3462.37
2006-06-07,1256.15,1266.84,15096.01,6641.41,3562.36
2006-06-06,1263.85,1301.62,15384.86,6737.12,3529.1
2006-06-05,1265.29,1301.62,15668.31,6702.5,3604.33
2006-06-02,1288.22,1309.04,15789.31,6603.51,3636.89
2006-06-01,1285.71,1295.09,15503.74,6486.47,3648.33
2006-05-31,1270.09,1317.7,15467.33,6665.9,3637.17
2006-05-30,1259.84,1317.7,15859.45,6665.9,3590.91
2006-05-26,1280.16,1322.43,15970.76,6628.45,3699.8
2006-05-25,1272.88,1295.76,15693.75,6580.99,3635
2006-05-24,1258.57,1333.38,15907.2,6748.05,3574.86
2006-05-23,1256.58,1329.86,15599.2,6691.35,3620.28
2006-05-22,1262.07,1338.59,15857.87,6644.02,3539.77
2006-05-19,1267.03,1372.29,16155.45,7042.31,3625.25
2006-05-18,1261.81,1365.15,16087.18,7032.42,3606.33
2006-05-17,1270.32,1401.47,16307.67,7222.89,3605.19
2006-05-16,1292.08,1382.11,16158.42,7028.42,3730.36
2006-05-15,1294.5,1413.98,16486.91,7133.28,3711.16
2006-05-12,1291.24,1445.2,16601.78,7377.94,3750.44
2006-05-11,1305.92,1464.7,16862.14,7368.71,3837.86
2006-05-10,1322.85,1451.09,16951.93,7361.68,3863.56
2006-05-09,1325.14,1450.44,17190.91,7364.71,3890.94
2006-05-08,1324.66,1452.23,17291.67,7371.62,3877.53
2006-05-05,1325.76,1441.02,17153.77,7153.17,3874.32
2006-05-04,1312.25,1441.02,17153.77,7153.17,3843.08
2006-05-03,1307.85,1435.17,17153.77,7100.88,3821.97
2006-05-02,1313.21,1434.9,17153.77,7008.16,3862.24
2006-05-01,1305.19,1419.73,16925.71,6835.15,3839.9
2006-04-28,1310.61,1419.73,16906.23,6835.15,3839.9
2006-04-27,1309.72,1452.53,17114.54,6847.97,3865.42
2006-04-26,1305.41,1451.22,17055.93,6900.88,3887
2006-04-25,1301.74,1431.15,16970.29,6856.09,3871.09
2006-04-24,1308.11,1430.94,16914.4,7051.94,3862.27
2006-04-21,1311.28,1451.31,17403.96,7194.76,3888.46
2006-04-20,1311.46,1434.15,17317.53,7245.52,3860
2006-04-19,1309.93,1437.84,17350.12,7123.03,3820.96
2006-04-18,1307.65,1427,17232.86,7023.78,3770.79
2006-04-17,1285.33,1422.63,17000.36,6776.86,3779.94
2006-04-13,1289.12,1405.72,17199.15,6776.86,3779.94
2006-04-12,1288.12,1383.59,17162.55,6743.82,3776.94
2006-04-11,1286.57,1386.08,17418.13,6852.71,3788.81
2006-04-10,1296.6,1398.29,17456.58,6846.46,3843.52
2006-04-07,1295.5,1402.36,17563.37,6898.94,3823.11
2006-04-06,1309.04,1397,17489.33,6964.44,3861.29
2006-04-05,1311.56,1388.77,17243.98,6854.8,3863.92
2006-04-04,1305.93,1385.64,17292.91,6854.8,3850.11
2006-04-03,1297.81,1379.75,17333.31,6826.85,3878.64
2006-03-31,1294.83,1359.6,17059.66,6703.78,3853.74
2006-03-30,1300.25,1338.14,17045.34,6703.48,3874.61
2006-03-29,1302.89,1332.72,16938.41,6621.12,3826.3
2006-03-28,1293.23,1331.31,16690.24,6659.46,3811.22
2006-03-27,1301.61,1330.34,16650.1,6701.64,3827.93
2006-03-24,1302.95,1321.23,16560.87,6600.25,3870.89
2006-03-23,1301.67,1312.26,16489.37,6562.57,3860.13
2006-03-22,1305.04,1309.83,16495.48,6479.15,3868.48
2006-03-21,1297.23,1336.65,16624.8,6562.39,3848.17
2006-03-20,1305.08,1346.69,16624.8,6460.97,3842.1
2006-03-17,1307.25,1341.12,16339.73,6409.29,3832.43
2006-03-16,1305.33,1335.98,16096.21,6395.45,3839.71
2006-03-15,1303.02,1333.98,16319.04,6405.59,3842.16
2006-03-14,1297.48,1326.3,16238.36,6309.43,3833.48
2006-03-13,1284.13,1338.28,16361.51,6274.83,3824.97
2006-03-10,1281.58,1320.07,16115.63,6174.4,3798.46
2006-03-09,1272.23,1311.21,16036.91,6206.9,3757.73
2006-03-08,1278.47,1314.05,15627.49,6230.5,3727.96
2006-03-07,1275.88,1316.67,15726.02,6400.05,3745.2
2006-03-06,1278.26,1344.76,15901.16,6568.87,3754.07
2006-03-03,1287.23,1328.95,15663.34,6545.59,3733.95
2006-03-02,1289.14,1367.7,15909.76,6505.38,3763.73
2006-03-01,1291.24,1371.59,15964.46,6486.2,3806.03
2006-02-28,1280.66,1371.59,16205.43,6506.18,3774.51
2006-02-27,1294.12,1374.88,16192.95,6580.42,3840.56
2006-02-24,1289.43,1365.82,16101.91,6599.4,3826
2006-02-23,1287.79,1361.23,16096.1,6691.28,3813.29
2006-02-22,1292.67,1340.58,15781.78,6717.19,3818.48
2006-02-21,1283.03,1346.49,15894.94,6568.46,3779.51
2006-02-17,1287.24,1332.73,15713.45,6379.95,3767.7
2006-02-16,1289.38,1314.32,16043.67,6347.43,3756.47
2006-02-15,1280,1303.84,15932.83,6454.59,3729.79
2006-02-14,1275.53,1328.21,16184.87,6451.85,3734.48
2006-02-13,1262.86,1320.79,15877.66,6314.68,3727.46
2006-02-10,1266.99,1335.23,16257.83,6318.52,3695.63
2006-02-09,1263.78,1321.66,16439.67,6271.42,3726.81
2006-02-08,1265.65,1310.99,16272.68,6285.01,3671.37
2006-02-07,1254.78,1332.28,16720.99,6471.47,3680.8
2006-02-06,1265.02,1341.64,16747.76,6403.51,3682.32
2006-02-03,1264.03,1333.5,16659.64,6202.28,3678.48
2006-02-02,1270.84,1374.44,16710.55,6363.86,3677.05
2006-02-01,1282.46,1375.97,16480.09,6431.9,3728.34
2006-01-31,1280.08,1399.83,16649.82,6277.05,3691.41
2006-01-30,1285.2,1384.56,16551.23,6277.05,3677.52
2006-01-27,1283.72,1384.56,16460.68,6277.05,3685.48
2006-01-26,1273.83,1352.75,15891.02,6110.82,3641.42
2006-01-25,1264.68,1342.59,15651,6128.15,3578
2006-01-24,1266.86,1326.83,15648.89,6131.54,3532.68
2006-01-23,1263.82,1297.43,15360.65,6071.21,3544.31
2006-01-20,1261.49,1324.78,15696.69,6097.34,3550.8
2006-01-19,1285.04,1360.64,15696.28,6103.43,3593.22
2006-01-18,1277.93,1352.91,15341.18,5942.21,3570.17
2006-01-17,1282.93,1389.58,15805.95,5872.06,3610.07
2006-01-13,1287.61,1416.28,16454.95,5884.21,3629.25
2006-01-12,1286.06,1402.58,16445.19,5781.74,3670.2
2006-01-11,1294.18,1394.09,16363.59,5735.73,3668.61
2006-01-10,1289.69,1396.29,16124.35,5761.62,3644.94
2006-01-09,1290.15,1408.33,16428.21,5804.81,3671.78
2006-01-06,1285.45,1412.78,16428.21,5677.93,3666.99
2006-01-05,1273.48,1395.51,16425.37,5603.94,3650.24
2006-01-04,1273.46,1402.11,16361.54,5569.99,3652.46
2006-01-03,1268.8,1394.87,16111.43,5412.99,3614.34
2005-12-30,1248.29,1379.37,16111.43,5330.34,3578.93
2005-12-29,1254.42,1379.37,16344.2,5338.34,3616.33
2005-12-28,1258.17,1368.16,16194.61,5302.67,3605.12
2005-12-27,1256.54,1373.55,15969.4,5308.42,3612.21
2005-12-23,1268.66,1359.53,15941.37,5308.42,3599.47
2005-12-22,1268.12,1350.87,15941.37,5278.72,3591.02
2005-12-21,1262.79,1354.16,15957.57,5286.09,3591.94
2005-12-20,1259.62,1341,15641.26,5279.09,3561.11
2005-12-19,1259.92,1339.4,15391.48,5276.99,3551.1
2005-12-16,1267.32,1321.04,15173.07,5219.35,3556.76
2005-12-15,1270.94,1337.68,15254.44,5233.72,3522.3
2005-12-14,1272.74,1334.27,15464.58,5204.52,3519.12
2005-12-13,1267.43,1336.48,15778.86,5203.7,3528.34
2005-12-12,1260.43,1333.23,15738.7,5203.13,3514.07
2005-12-09,1259.37,1317.42,15404.05,5174.81,3500.8
2005-12-08,1255.84,1324.2,15183.36,5175.09,3510.38
2005-12-07,1257.37,1324.75,15484.66,5163.11,3505.34
2005-12-06,1263.7,1321.06,15423.38,5064.93,3516.84
2005-12-05,1262.09,1315.15,15551.31,5110.64,3499.4
2005-12-02,1265.08,1310.12,15421.6,5105.6,3519.66
2005-12-01,1264.67,1305.98,15130.5,5080.37,3501.54
2005-11-30,1249.48,1297.44,14872.15,5032.21,3447.07
2005-11-29,1257.48,1279.38,14927.7,5035.38,3463.67
2005-11-28,1257.46,1293.74,14986.94,5110.03,3453.11
2005-11-25,1268.25,1293.22,14784.29,5072.3,3466.08
2005-11-23,1265.61,1282.02,14708.32,5104.32,3471.43
2005-11-22,1261.23,1244.5,14708.32,5039.79,3450.51
2005-11-21,1254.85,1268.8,14680.43,5051.3,3450.01
2005-11-18,1248.27,1272.25,14623.12,5046.52,3427.18
2005-11-17,1242.8,1269.35,14411.79,5024.43,3404.12
2005-11-16,1231.21,1267.16,14170.87,4975.53,3391.59
2005-11-15,1229.01,1253.86,14091.77,4979.88,3413.96
2005-11-14,1233.76,1257.63,14116.04,4935.04,3412.19
2005-11-10,1230.96,1234.43,14080.88,4949.79,3361.05
2005-11-09,1220.65,1227.59,14072.2,4920.8,3355.77
2005-11-08,1218.59,1226.71,14036.73,4876.87,3361.75
2005-11-07,1222.81,1218.47,14061.6,4901.69,3362.83
2005-11-04,1220.14,1221.98,14075.96,4947.75,3355.28
2005-11-03,1219.94,1217.97,13894.78,4920.5,3361.64
2005-11-02,1214.76,1208.38,13894.78,4888.33,3320.62
2005-11-01,1202.76,1188.95,13867.86,4878.43,3312.45
2005-10-31,1207.01,1158.11,13606.5,4770.37,3320.15
2005-10-28,1198.41,1140.72,13346.54,4712.5,3245.98
2005-10-27,1178.9,1166.36,13417.08,4776.21,3241.14
2005-10-26,1191.38,1179,13395.02,4800.84,3304.27
2005-10-25,1196.54,1181.28,13280.62,4835.61,3292.52
2005-10-24,1199.38,1184.6,13106.18,4832.59,3310.13
2005-10-21,1179.59,1183.48,13199.95,4877.51,3271.05
2005-10-20,1177.8,1162.23,13190.46,4910.94,3284.78
2005-10-19,1195.76,1153.13,13129.49,4901.21,3279.61
2005-10-18,1178.14,1186.22,13352.24,5021.25,3334.79
2005-10-17,1190.1,1176.36,13400.29,4963.45,3356.77
2005-10-14,1186.57,1190.17,13420.54,4941.78,3349.58
2005-10-13,1176.84,1193.44,13449.24,5044.68,3331.42
2005-10-12,1177.68,1217.06,13463.74,5029.51,3359.85
2005-10-11,1184.87,1244.27,13556.71,5104.89,3387.46
2005-10-07,1195.9,1201.01,13227.74,5055.08,3374.1
2005-10-06,1191.49,1202.49,13359.51,5047.28,3384.15
2005-10-05,1196.39,1227.4,13689.89,5158,3418.84
2005-10-04,1214.47,1242.78,13738.84,5240.83,3464.23
2005-10-03,1226.7,1221.01,13525.28,5248.23,3449.34
2005-09-30,1228.81,1221.01,13574.3,5227.28,3428.51
2005-09-29,1227.68,1231.22,13617.24,5218.21,3412.75
2005-09-28,1216.89,1228.57,13435.91,5029.88,3429.42
2005-09-27,1215.66,1209.63,13310.04,4998.51,3384.24
2005-09-26,1215.63,1206.41,13392.63,5008.11,3400.93
2005-09-23,1215.29,1175.88,13159.36,5012.22,3331.55
2005-09-22,1214.62,1199.97,13159.36,5048.31,3312.26
2005-09-21,1210.2,1196.67,13196.57,5100.71,3326.78
2005-09-20,1221.34,1190.93,13148.57,5120.71,3375.79
2005-09-19,1231.02,1174.13,12958.68,5062.21,3356.28
2005-09-16,1237.91,1174.13,12958.68,5062.21,3366.57
2005-09-15,1227.73,1169.59,12986.78,5062.3,3339.02
2005-09-14,1227.16,1170.77,12834.25,5078.28,3338.99
2005-09-13,1231.2,1158.12,12901.95,5106.61,3325.55
2005-09-12,1240.56,1158.36,12896.43,5155.43,3354.64
2005-09-09,1241.48,1152.5,12692.04,5137.44,3359.65
2005-09-08,1231.67,1145.26,12533.89,5129.26,3346.63
2005-09-07,1236.36,1142.99,12607.59,5162.54,3349.46
2005-09-06,1233.39,1122.65,12599.43,5175.85,3341.8
2005-09-02,1218.02,1115.83,12600,5157.39,3274.42
2005-09-01,1221.59,1106.37,12506.97,5150.42,3282.29
2005-08-31,1220.33,1083.33,12413.6,5069.99,3263.78
2005-08-30,1208.41,1072.61,12453.14,5122.75,3234.1
2005-08-29,1212.28,1063.16,12309.83,5120.06,3239.96
2005-08-26,1205.1,1086.55,12439.48,5199.68,3224.1
2005-08-25,1212.4,1097.29,12405.16,5133.79,3258.52
2005-08-24,1209.59,1094.21,12502.26,5141.07,3294.25
2005-08-23,1217.57,1115.84,12472.93,5209.7,3299.28
2005-08-22,1221.73,1116.68,12452.51,5250.56,3330.44
2005-08-19,1219.71,1089.88,12291.73,5200.75,3328.17
2005-08-18,1219.02,1092.71,12307.37,5300.24,3283.84
2005-08-17,1220.24,1113.25,12273.12,5459.21,3298.2
2005-08-16,1219.34,1116.93,12315.67,5499.34,3307.42
2005-08-15,1233.87,1130.22,12256.55,5539.39,3326.34
2005-08-12,1230.39,1130.22,12261.68,5481.99,3334.15
2005-08-11,1237.81,1123.77,12263.32,5432.95,3354.16
2005-08-10,1229.13,1104.86,12098.08,5421.55,3370.84
2005-08-09,1231.38,1099.77,11900.32,5337,3331.29
2005-08-08,1223.13,1086.64,11778.98,5374.16,3292.41
2005-08-05,1226.42,1089.36,11766.48,5312.58,3280.49
2005-08-04,1235.86,1111.39,11883.31,5303.77,3310.62
2005-08-03,1245.04,1117.11,11981.8,5323.18,3343.63
2005-08-02,1244.12,1118.83,11940.2,5377.68,3349.91
2005-08-01,1235.35,1115.98,11946.92,5298.39,3320.44
2005-07-29,1234.18,1111.29,11899.6,5263.41,3326.51
2005-07-28,1243.72,1104.72,11858.31,5194.34,3333.05
2005-07-27,1236.79,1093.03,11835.08,5204.74,3310.84
2005-07-26,1231.16,1090.6,11737.96,5161.38,3302.98
2005-07-25,1229.03,1089.7,11762.65,5173.67,3298.27
2005-07-22,1233.68,1074.22,11695.05,5139.1,3292.92
2005-07-21,1227.04,1074.65,11786.73,5090.68,3299.92
2005-07-20,1235.2,1074.4,11789.35,4982.25,3303.88
2005-07-19,1229.35,1075.48,11764.84,4892.06,3314.06
2005-07-18,1221.13,1062.43,11758.68,4886.38,3276.49
2005-07-15,1227.92,1059.6,11758.68,4865.83,3278.71
2005-07-14,1226.5,1061.93,11764.26,4890.88,3277.2
2005-07-13,1223.29,1050.16,11659.84,4914.08,3260.67
2005-07-12,1222.21,1043.88,11692.14,4853.38,3236.33
2005-07-11,1219.44,1040.43,11674.79,4851.2,3246.4
2005-07-08,1211.86,1021.95,11565.99,4809.99,3224.59
2005-07-07,1197.87,1026.82,11590.14,4847.33,3170.06
2005-07-06,1194.94,1019.01,11603.53,4915.29,3224.11
2005-07-05,1204.99,1018.81,11616.7,4880.12,3207.91
2005-07-01,1194.44,1018.02,11630.13,4861.87,3208.61
2005-06-30,1191.33,1008.16,11584.01,4861.87,3181.54
2005-06-29,1199.85,999.08,11577.44,4882.75,3178.56
2005-06-28,1201.57,994.74,11513.83,4896.23,3162
2005-06-27,1190.69,991.11,11414.28,4832.78,3132.5
2005-06-24,1191.57,1002.43,11537.03,4842.97,3161
2005-06-23,1200.73,1010.8,11576.75,4842.62,3190.8
2005-06-22,1213.88,1002.15,11547.28,4838.08,3182.08
2005-06-21,1213.61,989.99,11488.74,4771.31,3179.62
2005-06-20,1216.1,994.65,11483.35,4762.87,3162.14
2005-06-17,1216.96,1003.68,11514.03,4707.7,3178.48
2005-06-16,1210.96,1003.14,11416.38,4723.76,3160.09
2005-06-15,1206.58,1001.94,11415.88,4668.92,3147.55
2005-06-14,1203.91,983.75,11335.92,4647.66,3162.86
2005-06-13,1200.82,990.49,11311.51,4716.45,3159.83
2005-06-10,1198.11,990.79,11304.23,4732.84,3143.85
2005-06-09,1200.93,987.58,11160.88,4664.77,3122.93
2005-06-08,1194.67,976.22,11281.03,4712.12,3125.59
2005-06-07,1197.26,970.88,11217.45,4666.46,3134.82
2005-06-06,1197.51,976.09,11270.62,4637.83,3099.2
2005-06-03,1196.02,976.09,11300.05,4550.63,3114.27
2005-06-02,1204.29,970.88,11280.05,4540.06,3131.03
2005-06-01,1202.27,969.51,11329.67,4547.91,3125.88
2005-05-31,1191.5,970.21,11276.59,4593.03,3076.7
2005-05-27,1198.78,960.91,11192.33,4574.64,3084
2005-05-26,1197.62,943.91,11027.94,4501.61,3086.08
2005-05-25,1190.01,941.3,11014.43,4538.34,3059.84
2005-05-24,1194.07,951.61,11133.65,4579.81,3066.55
2005-05-23,1193.86,951.05,11158.65,4566.14,3070.98
2005-05-20,1189.28,952.19,11037.29,4625.36,3050.45
2005-05-19,1191.08,952.09,11077.16,4614.36,3051.79
2005-05-18,1185.56,930.36,10835.41,4561.1,3036.3
2005-05-17,1173.8,927.16,10825.39,4563.58,2983.84
2005-05-16,1165.69,929.04,10947.22,4654.54,2988.16
2005-05-13,1154.05,923.19,11049.11,4654.54,2994.52
2005-05-12,1159.36,921.21,11077.94,4717.94,2993.09
2005-05-11,1171.11,923.38,11120.7,4719.37,2970.5
2005-05-10,1166.22,934.28,11159.46,4759.2,2983.42
2005-05-09,1178.84,935.2,11171.32,4772.31,3007.1
2005-05-06,1171.35,940.85,11192.17,4737.84,3019.26
2005-05-05,1172.63,929.35,11002.11,4766.77,3004.52
2005-05-04,1175.65,929.35,11002.11,4684.22,2981.04
2005-05-03,1161.17,913.82,11002.11,4667.65,2962.59
2005-05-02,1162.16,918.42,11002.11,4657.7,2949.09
2005-04-29,1156.85,911.3,11008.9,4657.7,2930.1
2005-04-28,1143.22,917.73,11008.9,4698.59,2930.87
2005-04-27,1156.38,930.16,11005.42,4721.8,2942.62
2005-04-26,1151.74,944.46,11035.83,4762.7,2983.22
2005-04-25,1162.1,946.17,11073.77,4699.96,2987.05
2005-04-22,1152.12,940.79,11045.95,4708.8,2976.39
2005-04-21,1159.95,939.14,10984.39,4650.66,2950.34
2005-04-20,1137.5,937.36,11088.58,4652.06,2944.33
2005-04-19,1152.78,932.45,11065.86,4654.16,2957.37
2005-04-18,1145.98,925,10938.44,4572.35,2947.79
2005-04-15,1142.62,947.22,11370.69,4721.01,3013.79
2005-04-14,1162.05,953.92,11563.17,4797.55,3075.33
2005-04-13,1173.79,981.31,11637.52,4853.47,3080.54
2005-04-12,1187.76,981.79,11670.3,4839.74,3065.18
2005-04-11,1181.21,985.94,11745.64,4866.02,3080.6
2005-04-08,1181.2,992.17,11874.75,4891.78,3088.92
2005-04-07,1191.14,988.9,11810.99,4860.65,3090.72
2005-04-06,1184.07,988,11827.16,4854.87,3076.23
2005-04-05,1181.39,982.5,11774.31,4851.18,3064.07
2005-04-04,1176.12,982.5,11667.54,4851.18,3042.17
2005-04-01,1172.92,981.9,11723.63,4866.57,3061.11
2005-03-31,1180.59,965.68,11668.95,4792.77,3055.73
2005-03-30,1181.41,955.45,11565.88,4765.97,3056.25
2005-03-29,1165.36,958.96,11599.82,4765.22,3069.35
2005-03-28,1174.28,977.7,11792.3,4800.4,3060.67
2005-03-24,1171.42,956.33,11745.97,4800.4,3060.67
2005-03-23,1172.53,966.81,11739.12,4811.31,3036.85
2005-03-22,1171.71,980.41,11841.97,4907.17,3050.44
2005-03-21,1183.78,979.27,11879.81,4993.85,3038.14
2005-03-18,1189.65,979.72,11879.81,4957.59,3053.54
2005-03-17,1190.21,980.05,11775.5,4959.81,3039.8
2005-03-16,1188.07,993.13,11873.18,4952.88,3032.13
2005-03-15,1197.75,993.13,11821.09,4920.25,3083.73
2005-03-14,1206.83,1019.69,11850.25,4999.84,3060.72
2005-03-11,1200.08,1022.79,11923.89,5004.24,3060.36
2005-03-10,1209.25,998.66,11864.91,5057.79,3053.66
2005-03-09,1207.01,1008.79,11966.69,5086.31,3081.99
2005-03-08,1219.43,1000.28,11886.91,5082.47,3097.34
2005-03-07,1225.31,1007.5,11925.36,4995.99,3114.54
2005-03-04,1222.12,1012.96,11873.05,4951.57,3106.86
2005-03-03,1210.47,1010.92,11856.46,5014.18,3078.11
2005-03-02,1210.08,1007.48,11813.71,4984.9,3082.71
2005-03-01,1210.41,1011.36,11780.53,5138.08,3078.44
2005-02-28,1203.6,1011.36,11740.6,5152.38,3058.32
2005-02-25,1211.37,996.95,11658.25,5024.92,3062.72
2005-02-24,1200.2,987.1,11531.15,4934.5,3024.8
2005-02-23,1190.8,968.43,11500.18,4919.15,3028.08
2005-02-22,1184.16,977.8,11597.71,4935.1,3045.24
2005-02-18,1201.59,984.1,11660.12,4923.54,3072.04
2005-02-17,1200.75,972.56,11582.72,4908.71,3067.34
2005-02-16,1210.34,971.56,11601.68,4920.09,3068.55
2005-02-15,1210.12,968.88,11646.49,4932.73,3086.95
2005-02-14,1206.14,964.79,11632.2,4904.96,3075.76
2005-02-11,1205.3,947.23,11553.56,4872.19,3080.08
2005-02-10,1197.01,949.19,11553.56,4872.19,3044
2005-02-09,1191.99,949.19,11473.35,4872.19,3044.36
2005-02-08,1202.3,949.19,11490.43,4872.19,3055.89
2005-02-07,1201.72,949.19,11499.86,4840.26,3051.97
2005-02-04,1203.03,933.55,11360.4,4750.72,3037.13
2005-02-03,1189.89,928.79,11389.35,4720.15,3010.39
2005-02-02,1193.19,921.44,11407.14,4717.67,3022.35
2005-02-01,1189.41,923.69,11384.4,4675.86,3008.85
2005-01-31,1181.27,932.7,11387.59,4721.52,2984.59
2005-01-28,1171.36,921.59,11320.58,4711.88,2955.89
2005-01-27,1174.55,924.87,11341.31,4692.82,2970.81
2005-01-26,1174.07,927,11376.57,4679.52,2956.43
2005-01-25,1168.41,915.1,11276.91,4617.32,2958.61
2005-01-24,1163.75,923.11,11289.49,4545.55,2937.83
2005-01-21,1167.87,919.61,11238.37,4566.74,2940.87
2005-01-20,1175.41,909.37,11284.77,4616.03,2937.71
2005-01-19,1184.63,916.27,11405.34,4656.87,2959.9
2005-01-18,1195.98,920.57,11423.26,4646.75,2962.43
2005-01-14,1184.52,905.1,11438.39,4540.6,2948.22
2005-01-13,1177.45,885.54,11358.22,4588.1,2936.32
2005-01-12,1187.7,880.03,11453.39,4578.73,2924.01
2005-01-11,1182.99,884.29,11539.99,4545.85,2949.29
