Code,Name,Mkt Cap,Float Rate,WICS1,WICS2,WICS3,Jaebul,Last,YTD Max,YTD Min,YTD Avg,Ret1D,Ret1W,Ret1M,Ret3M,Ret6M,Ret12M,Turnover_1D,Turnover_5D,Turnover_20D,Turnover_52W,Inst_1D,Inst_5D,Inst_20D,Inst_60D,Inst_120D,Inst_250D,Sec_1D,Sec_5D,Sec_20D,Sec_60D,Sec_120D,Sec_250D,Fund_1D,Fund_5D,Fund_20D,Fund_60D,Fund_120D,Fund_250D,Pension_1D,Pension_5D,Pension_20D,Pension_60D,Pension_120D,Pension_250D,Others_1D,Others_5D,Others_20D,Others_60D,Others_120D,Others_250D,Foreign_1D,Foreign_5D,Foreign_20D,Foreign_60D,Foreign_120D,Foreign_250D
A018120,진로발효,91.4166,0.3439,필수소비재,"식품,음료,담배",음료,,12150,15750,10800,12112,0.0041,-0.0545,-0.0618,-0.0041,0.0848,0.0399,222.499786,428.85134,270.143293,222.65918,11.88,19.2,-271.65,-974.61,-1278.54,-262.47,0,-78.94,-161.93,-465.43,-462.06,-1355.88,11.76,46.51,10.88,181.13,-100.44,1484.09,0,0,0,0,0,0,0,11.01,3.82,94.79,70.09,-147.87,3.38,67.6,162.95,233.26,90.12,-423.41
A018290,지엠피,24.86600451,0.8621,IT,기술하드웨어와장비,사무용전자제품,,405,1950,168,579,-0.0049,-0.0264,-0.3489,-0.3798,-0.6873,1.3143,9819.375324,1284.258067,1635.851381,9779.997709,0,0,0,0,4.78,9,0,0,0,0,4.91,9.12,0,0,0,0,-0.13,-0.15,0,0,0,0,0,0,0,0.18,-9.09,-107.64,135.54,-652.78,7.28,-51.88,-12.95,-734.86,-1472.4,-8585.96
A018310,삼목에스폼,58.016,0.6525,산업재,자본재,건축제품,,5920,6930,3130,4631,-0.0084,-0.0374,-0.1084,0.1385,0.035,0.7778,1743.405382,220.86395,395.538101,1738.11471,4.68,4.68,4.68,-12.49,-6.95,-25.16,4.68,4.68,4.68,4.05,-6.81,-24.79,0,0,0,-5.48,-0.08,-0.31,0,0,0,0,0,0,0,27,92.01,404.63,418.63,361.03,-1.33,0.75,-62.85,-314.43,340.66,347.61
A018470,조일알미늄,70.992,0.2851,소재,소재,비철금속,,1020,1990,839,1104,0.0376,0.0231,-0.0852,-0.2388,0.0748,0.1778,1154.111214,459.671138,474.557412,1149.484288,0,-0.01,-0.03,-0.04,-2908.67,-4870.14,0,-0.01,-0.03,-0.04,-9.7,-11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44,4.15,-480.49,-460.99,9.05,45.53,-205.5,59.37,-528.24,-189.66
A018500,동원금속,45.426,0.7139,경기관련소비재,자동차와부품,자동차부품,,1695,2480,1605,1796,0.0119,0.0119,-0.0314,-0.1055,0.018,-0.0145,159.485512,45.907777,53.272993,159.114313,0,-0.01,0.1,21.41,21.52,-103.12,0,-0.01,0.1,21.41,21.52,20.31,0,0,0,0,0,-123.43,0,0,0,0,0,0,0,0,17.08,33.7,17.16,-518.21,-0.02,-9.06,-13.76,-47.3,-13.98,-81.55
A018620,우진비앤지,18,0.4134,건강관리,제약과생물공학,제약,,4500,4790,2455,3341,0.0112,0.0186,0.1048,0.1038,0.6152,0.2759,104.352036,69.454293,130.372128,104.211687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35,-140.54,-111.03,-22.85,0.57,-0.02,37.78,29.08,43.65,19.62
A018670,SK가스,759.32252,0.3508,유틸리티,유틸리티,가스유틸리티,SK,88000,94300,55600,73896,0.0162,0.0138,0.0256,0.0115,0.3559,0.1844,1434.455446,15778.26654,5161.807515,1430.275863,450.03,1017.54,-2064.43,-3199.1,-2853.58,-668.7,-161.21,-279.58,-640.09,829.58,-571.39,-1020.61,70.09,778.92,-182.16,-4137.11,-9386.87,-7279.3,186.68,82.63,-790.82,3877.59,10296.08,7968.86,-41.93,-161.83,597.53,422.83,-93.64,-920.27,-48.81,-470.11,776.77,3247.79,6176.91,13323.67
A018680,서울제약,62.433,0.387,건강관리,제약과생물공학,제약,,9910,15500,3530,5331,-0.0379,-0.0562,0.0216,0.986,1.4499,0.982,1436.092255,4468.313522,9924.022223,1434.83269,0,0,1.94,-26.33,-26.33,-26.33,0,0,1.94,-26.33,-26.33,-26.33,0,0,0,0,0,0,0,0,0,0,0,0,-0.56,-57.28,130.82,70.84,33.76,388.31,45.12,-106.7,144.22,196.84,124.91,210.15
A018700,바른손,40.92874709,0.834,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,1605,11950,1390,4987,0.07,0.1547,-0.653,-0.6285,-0.6224,-0.1873,29236.74073,8744.54373,15581.56342,29143.38576,-18.2,-31.63,-657.88,-649.17,-660.99,-659.44,0,0,-0.32,-1.7,-1.7,-6.61,0,0,17.68,17.68,17.68,17.82,0,0,0,0,0,0,-7.91,-22.73,8.48,24.85,-1688.56,-18016.66,-48.89,95.91,-54.97,153.28,-9.93,4.08
A018880,한라공조,2530.212,0.3001,경기관련소비재,자동차와부품,자동차부품,,23700,28200,17400,22727,0.026,0,0.0216,0.0304,0.0216,0.0797,8826.957082,2755.08414,4028.677378,8807.685279,922.56,-651.43,-17340.29,-56336.15,-120579.38,-162999.02,-107.02,613.95,-444.24,-5797.51,-71461.8,22737.61,-124.85,-405.82,-4466.67,-12231.69,-6918.06,-82918.77,947.71,387.48,-4716.33,-26160.38,-29806.41,-61900.75,19.2,-368.02,-700.49,-1882.22,-1903.72,-3319.05,312.03,2809.36,24411.74,76204.92,124681.11,179635.86
A019010,그랜드백화점,24.341,0.3767,경기관련소비재,소매(유통),백화점과일반상점,,5050,9180,4720,5754,-0.0213,-0.0156,0.0202,-0.0751,0.004,-0.1527,84.464352,14.504162,9.328096,84.202166,0,0,0,0,0,38.17,0,0,0,0,0,38.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,68,0,0,0,0,0.01,5.76
A019170,신풍제약,214.4151793,0.5332,건강관리,제약과생물공학,제약,,5290,8535,3286,4609,0.0193,0.0546,0.1719,0.2713,0.2759,0.1497,1188.412897,1116.146762,854.276849,1184.504846,0.01,-175.52,-224.9,-202.48,-1.62,109.15,-0.05,-175.58,-175.81,-177.45,-178.59,-350.62,0.05,0.05,0.05,-0.15,-0.55,6.02,0,0,0,24.26,126.15,358.1,-494.87,-471.29,-459.22,-629.17,-436.34,722.44,-24.75,-0.64,-26.37,793.76,997.07,1982.59
A019180,티에이치엔,33.75,0.4193,경기관련소비재,자동차와부품,자동차부품,,1875,2520,1270,1730,-0.0183,-0.0132,-0.0132,-0.0285,0.1062,0.3393,353.367056,95.026181,282.976207,352.000004,0,0,-0.02,-0.03,-0.08,-0.72,0,0,-0.02,-0.03,-0.08,-0.17,0,0,0,0,0,-0.55,0,0,0,0,0,0,0,0,0.73,-25.51,-2.19,-131.89,0.39,16.77,-67.47,94.58,-3.8,100.21
A019210,와이지-원,290.560083,0.5548,산업재,자본재,기계,,12100,16950,9060,13037,-0.0082,0.0386,-0.0041,-0.062,0.0522,-0.2733,3212.472083,859.27807,1075.233798,3206.314941,18.57,651.53,246.97,-3307.6,-16422,-14947.55,0,-2.3,-272.8,-246.9,153.18,256.3,0,-11.16,-789.02,-592.98,-5527.88,-12148.91,0,299.31,175.48,-4492.22,-9186.54,360.31,13.93,31.61,72.5,-142.27,-1846.86,-1480.55,-9.07,70.1,631.62,-834.23,-530.11,-4860.92
A019300,동일제지,73.62495,0.3389,소재,소재,포장재,,1855,2465,1410,1886,-0.0027,-0.0027,-0.0438,-0.0951,0.1415,0.1451,222.926121,79.841797,87.625648,222.80785,-13.55,-137.02,-277.91,-1424.87,68.17,501.96,0,-58.24,-93.41,-197.34,132.3,132.2,-13.55,-21.92,-45.67,-1105.85,-664.2,87.9,0,0,0,420.74,1085.08,1177.6,-7.36,-7.36,47.74,3020.89,3148,3148.47,0,-2.9,-22.16,-202.88,-43.25,-189.67
A019440,세아특수강,166.6865,0.2196,소재,소재,철강,세아,19450,32000,18400,22832,-0.0202,-0.0177,-0.0152,-0.0738,-0.0671,-0.2633,364.132702,130.796,116.837193,363.841247,-14.43,-97.34,-411.13,-542.38,-1151.7,-5987.16,0,1.65,1.27,376.68,3376.03,4121.28,0,0,-1.54,23.83,-743.64,-2652.89,-14.43,-24.4,-52.63,4.03,362.75,177.01,0,0,40.56,614.73,545.78,-279.53,-4.3,6.21,46.27,-215.85,-128.56,2504.53
A019490,하이트론,31.1933454,0.5503,IT,기술하드웨어와장비,통신장비,,5640,7980,4600,6187,0.0089,-0.014,-0.0424,-0.1595,0.2013,-0.2034,34.55291,10.601292,8.788456,34.578966,0,0,-0.04,-0.16,-0.89,-1.74,0,0,-0.04,-0.16,-0.89,-1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,-1.63,-3,-4.29
A019540,일지테크,46.75671,0.4992,경기관련소비재,자동차와부품,자동차부품,,3460,4370,1970,2907,0.0206,0.0898,-0.017,-0.0883,0.3924,0.5692,286.908785,279.808388,180.118175,286.050512,0,-502.55,-656.85,-655.9,77.08,77.08,0,0,0,-221.52,-32.63,-32.63,0,0,0,0,0,0,0,0,0,0,0,0,0,-57.59,-36.28,-10.14,-38.82,-119.22,-5.85,-163.48,-311.87,372.79,895.04,891.63
A019550,SBI인베스트먼트,69.3644941,0.555,금융,다각화된금융,창업투자,,428,874,386,542,0.0142,0.019,-0.0339,-0.2902,-0.2557,-0.0855,1031.423192,75.708831,86.894998,1027.858517,0,0,-9.16,-3.17,2.62,64.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2497.29,-2575.71,-0.57,-16.23,-14.09,103.24,51.98,-1769.83
A019570,제미니투자,7.44613885,0.858,금융,다각화된금융,창업투자,,305,920,252,431,0,0.0854,-0.0287,-0.5279,-0.512,0.0167,1328.069032,196.02234,165.373381,1322.737903,0,0,7.44,-1.51,15.93,15.93,0,0,0,0,0,0,0,0,0,-5.01,2.35,2.35,0,0,0,0,0,0,0,0,0.28,-119.32,-125.9,-414.2,-12.6,-30.34,0.82,99.08,455.97,466.05
A019590,엠벤처투자,23.4857788,0.5725,금융,다각화된금융,창업투자,,340,621,277,398,-0.0087,-0.023,-0.0145,-0.2411,-0.2342,-0.1563,528.173846,61.59484,54.780567,526.451644,0,0,0,0,0.01,-2533.74,0,0,0,0,0.01,0.01,0,0,0,0,0,-1380.35,0,0,0,0,0,0,0,0,0.31,3.43,-99.12,-203.5,-2.44,-13.27,-59.04,-158.89,39.62,38.77
A019660,SBI글로벌,18.2409576,0.5667,금융,다각화된금융,기타금융,,400,1370,300,573,-0.005,-0.0408,-0.1507,-0.4885,-0.4737,0.1905,1884.471386,246.177593,214.421233,1877.066557,0,0,0,-0.43,3.76,-779.33,0,0,0,0,0,-783.09,0,0,0,0,-0.03,-0.03,0,0,0,0,0,0,0,-1.33,88.41,137.11,-893.01,-620.77,13.89,-13.04,-9.94,237.35,880.89,748.64
A019680,대교,537.8630975,0.2852,경기관련소비재,교육서비스,교육서비스,,6350,7400,5460,6003,-0.014,-0.0276,0.0619,0.0496,0.1525,0.0095,614.761243,945.233038,799.66621,613.712172,36.13,457.1,3678.01,6011.46,9080.3,2231.83,78.48,265.26,1165.33,2880.35,5507,9390.72,-6.44,-391.69,239.92,-617.79,-2202.48,-9296.22,9.15,448.62,1795.42,3585.33,4195.48,2610.62,0,0,21.25,389.4,480.27,-167.09,-69.73,-197.94,-3129.73,-3984.88,-3969.91,1396.77
A019770,탑금속,46.65825,0.3136,산업재,자본재,기계,,4005,6230,3910,4682,0,0.0025,0.0101,-0.1378,-0.0793,-0.2514,291.74544,137.9647,171.987396,291.408516,0,0,-1.52,-23.03,-26.6,-7.39,0,0,0,16.91,16.91,16.91,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,-5.97,-5.34,-56.52,3.39,20.19,222.74,47.15,-41.73,190.82
A019990,에너토크,40.7414214,0.7214,산업재,자본재,기계,,5220,5850,3830,4708,-0.0038,-0.0351,0.0058,0.2225,0.2548,-0.081,59.275353,37.178414,77.616115,59.092693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07,461.25,966.44,1028.17,1106.23,0,0,-21.06,-21.05,-21.05,-19.57
A020000,한섬,725.3535,0.5455,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",현대백화점,29450,39250,21650,29973,-0.0084,0.0086,0.0351,0.0518,0.1437,0.012,3197.750609,2251.78953,2267.866865,3193.173259,-313.64,599.23,3608.86,11496.11,23974.1,44871.1,121.02,-83.47,1332.15,173.59,1371.52,2245.15,55.72,-892.79,-3822.4,-3998.65,-8511.3,-22273.98,-96.22,1841.09,2299.11,1779.94,11285.02,31904.51,-138.31,-141.75,-292.12,-7190.62,-6741.79,-7127.84,-429.23,329.97,-1463.98,-5758.94,-15268.75,-35837.08
A020120,다우인큐브,36.01904898,0.2084,IT,소프트웨어와서비스,소프트웨어,,2275,2775,1260,2045,-0.0066,0.0388,-0.0087,0.0364,0.2604,0.2534,93.136527,18.8461,12.567874,93.230988,0,0,0,-0.1,-0.17,-0.55,0,0,0,-0.1,-0.17,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.93,-2.44,-7.84,9.37,205.99,0,0,0,-5.37,-5.37,-16.55
A020150,일진머티리얼즈,352.8,0.2958,IT,기술하드웨어와장비,전자장비와기기,,9000,18450,7250,12406,0,0.0357,0.0804,-0.2035,-0.1855,-0.4659,3714.126104,1002.33012,1381.041553,3706.123051,-20.99,-111.3,-723.81,-4266.2,-4999.43,-34564.67,-2.43,29.25,218.77,-246.04,283.47,487.2,-11.95,-139.87,-272.98,-1205.42,-322.58,-15626.54,0,-2.66,-730.68,-1529.44,-2899.89,-11696.7,0,-17.59,2.86,-20.25,-1252.14,-25.76,54.88,274.22,1829.94,2007.71,1318.05,-7516.91
A020180,대신정보통신,19.79089123,0.6887,IT,소프트웨어와서비스,IT서비스,,515,1520,384,738,0.0059,0.0321,-0.041,-0.4226,-0.6128,0.3104,3893.229972,239.072659,224.678271,3877.615994,0,0,0,0,-0.05,-0.05,0,0,0,0,0,0,0,0,0,0,-0.05,-0.05,0,0,0,0,0,0,0,0,0,-0.13,-14.31,-2307.22,8.78,-55.32,-68.07,-88.97,487.36,652.9
A020400,대동금속,10.848,0.2987,경기관련소비재,자동차와부품,자동차부품,,22600,29150,21800,25375,0,0.0044,-0.0484,-0.0504,-0.0813,-0.1914,4.45077,2.45261,3.592755,4.461416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,-13.23,0,0,0,0,0,0.04
A020560,아시아나항공,1207.677449,0.6365,산업재,운송,항공사,금호아시아나,6190,8390,5750,6961,0.0049,0,0.0672,-0.1081,-0.1801,-0.0252,8819.447379,2669.465858,4726.080872,8796.260765,87.55,-425.25,-125.6,-40246.76,-23638.56,-24162.93,2.64,-325.57,-183.26,-5347.06,-3900.67,-31022.4,32.88,-294.61,-223.82,-5051.62,-161.6,-10934.92,0,395.68,-1669.54,-23521.2,-5615.87,22988.17,0,223.83,949.4,-614.35,4694.53,4297.51,-6.26,352.65,2336.66,2781.01,-22064.14,-40720.74
A020710,시공테크,104.0953608,0.5831,산업재,상업서비스와공급품,상업서비스와공급품,,5220,8650,3425,5511,0.0156,0.0664,0.0038,-0.0874,0.0215,0.5022,4084.153538,575.260274,970.614786,4068.467217,65.54,55.66,329.4,2356.79,2376.64,3579.48,0,0,0,-16.61,-18.67,-26.69,-47.08,-32.34,186.11,1067.11,1067.11,1400.34,0,0,0,0,0,375.92,20.52,177.19,459.29,881.93,1020.64,1050.9,-49.09,123.3,415.35,696.83,1418.6,1964.15
A020760,일진디스플,606.0599688,0.5534,IT,디스플레이,디스플레이장비및부품,,22100,24150,10450,15552,0.0023,0.0728,-0.0178,0.2077,0.4684,0.9052,6733.815091,6074.61513,8524.567253,6718.978944,856.88,2841.62,-3669.28,32930.39,22811.33,20817.21,114.49,-174.3,-499.99,-3148.56,-4190.3,-3849.75,34.27,-314.36,-4531.68,7833.71,1189.32,-14925.2,906,1923.6,-1065.38,20332.49,29832.73,31773.74,-100.86,394.18,108.53,788.81,424.88,538.4,-141.67,374.26,-3893.14,-29821.06,-11668.91,7010.39
A021040,대호피앤씨,53.37015969,0.5725,산업재,자본재,기계,,1065,2115,980,1405,0.0143,-0.0362,-0.1446,-0.3107,-0.2526,0.0779,889.221306,181.2768,598.053702,885.754012,-12.54,-213.02,-245.53,-245.53,-245.53,-245.29,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,2.7,4.29,1.8,21.21,37.2,-18.85,-285.56,-332.08,-150.06
A021050,서원,91.89652815,0.4913,소재,소재,비철금속,,3285,4635,2595,3407,0.0061,-0.0409,-0.0045,-0.0837,0.1328,0.0932,845.147755,354.621796,314.88327,842.813769,-80.87,-561.04,-659.16,543.29,567.26,392.28,0,-197.41,-234.18,-264.11,-85.92,223.76,1.35,0.63,9.01,122.1,-1605.76,-3624.67,-82.22,-364.25,-364.25,497.65,2123.54,4627.17,-16.21,-29.41,-223.32,1425.39,2247.67,2482.97,22.56,0.77,48.23,-546.06,49.37,-511.26
A021080,에이티넘인베스트,39.732,0.6784,금융,다각화된금융,창업투자,,946,3110,551,1202,0,0.137,-0.188,-0.5833,-0.3714,0.631,8877.013886,4871.004482,3450.064423,8841.585952,0,0,0,-4.92,24.59,33.29,0,0,0,7.55,21.94,21.94,0,0,0,0,-4.56,-4.82,0,0,0,0,0,0,6.65,139.29,247.9,455.16,342.54,366.9,-176.94,-688.96,-13.12,-390.96,269.04,1021.1
A021240,코웨이,3358.784866,0.6537,경기관련소비재,내구소비재와의류,가정용기기와용품,웅진,43550,44400,28650,37264,-0.018,0.0023,0.0942,0.4163,0.232,0.1899,7198.808595,6145.14945,6460.936858,7191.9936,1879.42,5865.86,19730.13,75857.17,38869.6,22295.04,-61.33,1260.32,1850.06,19081.4,22562.62,23891.86,438.15,2897.15,9668.47,58631.17,43303.84,21176.54,366.44,-3582.07,-1574.26,-20198.13,-49369.5,-42709.86,-47.91,-98.24,-13878.46,-5778,-1222.06,-5743.06,-2059.07,-552.88,9025.98,-23282.24,5092.27,40036.79
A021320,KCC건설,151.38,0.3348,산업재,자본재,건설,케이씨씨,26100,37150,22300,28049,-0.0095,-0.0225,0.1473,-0.044,0.0058,-0.1457,234.67201,379.52275,240.825895,235.384792,-19.42,-236.14,-477.73,-920.35,-1806.71,-8049.47,0,-4.29,-9.13,-13.94,-20.51,-0.49,-23.86,-122.63,-174.76,-34.18,201.19,-1692.81,4.44,-30.61,-214.89,-229.89,-424.04,-3463.99,0,1240.03,1633.15,1770.77,2625.53,2620.37,0.22,49.02,545.69,442.96,619.64,-567.38
A021650,한국큐빅,23.29095,0.3635,경기관련소비재,자동차와부품,자동차부품,,2355,3450,2170,2614,0,0,-0.0084,-0.0994,-0.118,0.0537,81.1604,25.519685,22.860136,81.003445,0,0,0,0,0,-0.31,0,0,0,0,0,0,0,0,0,0,0,-0.31,0,0,0,0,0,0,-3.97,-5.38,2.57,45.5,54.49,60.55,0,-0.24,-0.26,-5.89,-5.26,-96.94
A021820,세원정공,172.5,0.5819,경기관련소비재,자동차와부품,자동차부품,,17250,19350,10600,12871,-0.0029,-0.0029,0.0147,0.0918,0.4935,0.4435,125.65338,62.6847,248.09518,125.303665,0,113.01,632.09,3165.03,3731.38,4086.29,0,0,86.17,289.06,289.06,288.71,0,108.33,498.94,2073.24,2546.04,2881.9,0,0,0,717.7,827.81,827.81,0,0,48.14,88.37,-42.18,1629.19,3.79,9.27,-28.22,199.76,1366.67,2045.86
A021880,한국종합캐피탈,18.69450584,0.4502,금융,다각화된금융,기타금융,,304,820,238,424,0,0,0,0,-0.2847,-0.619,204.770183,0,0,204.298635,0,0,0,0,0,-1111.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-952.68,-2296.84,0,0,0,0,-39.9,0.22
A021960,우리파이낸셜,361.0677504,0.4545,금융,다각화된금융,기타금융,,16800,17300,12670,15568,0,-0.003,0.0244,0.0151,0.1053,0.2769,257.35613,945.4191,576.615345,256.802716,131.21,770.12,-1996.45,-1310.63,-386.55,3919.65,68.54,413.43,-1649.9,-2201.38,-2131.63,-2685.42,363.75,1035.39,1130.09,1619.07,37.09,8170.75,-78.78,-82.94,-241.51,815.6,3905.02,4142,-135.9,-246.1,-790.95,-787.44,-745.75,-1493.52,383.29,964.18,5495.59,5664.75,6533.15,7728.6
A022100,포스코 ICT,1103.129568,0.263,산업재,자본재,건설,포스코,8050,10150,6220,7532,0.0126,0.0878,0.1549,0.1259,0.1338,-0.0789,4415.221674,11039.94167,4476.132776,4407.306209,651.96,3391.21,4383.44,3014.45,2303.97,-23087.26,0.7,188.08,137.7,-494.05,-1002.13,-1580.22,11.81,-57.91,267.53,579.71,1319.11,-14270.73,736.4,2783.98,3098.45,2159.43,2075.73,-4783.45,20.11,-68.81,99.78,-445.83,-724.02,-2152.81,-23.79,932.49,1704.23,676.33,917.8,424.83
A022220,애강리메텍,52.620012,0.7542,산업재,자본재,건축제품,,1800,2735,1650,2134,0.0084,0.0375,-0.011,-0.1781,-0.234,0.0084,824.987159,162.506507,205.04795,822.506797,0,0,0,0,0,-1315.92,0,0,0,0,0,0,0,0,0,0,0,-1315.65,0,0,0,0,0,0,0,0,-56.77,-50.68,-29.29,-93.27,-1.08,3.32,14.04,-59.46,-334.2,35.08
A023000,삼원강재,185.4,0.3572,경기관련소비재,자동차와부품,자동차부품,,4635,6380,3810,4753,0.0054,0.0176,0.0392,-0.0636,0.1501,-0.0344,1345.647467,145.36721,209.146992,1343.543314,0,0,25.88,-137.72,5526.12,2142.46,0,0,25.88,40.29,41.33,30.06,0,0,0,-3.49,-185.24,-1354.56,0,0,0,-39.88,5618.27,3423.14,0,0,-0.54,-269.8,-1845.31,-2881.22,-0.14,92.02,248.35,-137.05,126.56,306.21
A023150,MH에탄올,19.355,0.454,필수소비재,"식품,음료,담배",음료,,2765,5990,2600,3329,0.0036,-0.0054,-0.0195,-0.1697,-0.1903,0.0533,420.640591,48.343345,39.139285,419.235432,0,0,-0.01,-0.01,-0.14,-0.5,0,0,-0.01,-0.01,-0.14,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.34,33.69,56.31,-2.33,-10.45,-60.51,-87.97,-3.8,-58.59
A023160,태광,521.917402,0.5416,산업재,자본재,기계,,21500,31591,19489,25412,0.007,0.0458,0.0789,-0.2639,-0.0953,-0.0341,3770.301067,1903.87597,2923.10195,3761.854194,679.08,-708.22,-2288.21,-25381.37,-31350.97,8994.11,-37.68,-392.58,-1677.57,-5220.72,-6007.74,-6992.55,104.71,-727.78,-253.88,-4519.43,-13687,9924.84,49.82,28.48,-971.75,-8546.15,-8073.3,7050.07,0,183.31,573.17,64.81,1048.22,-4890.83,-786.59,-2668.58,-5858.01,-12647.59,13397.95,181.7
A023350,한국종합기술,53.436,0.2722,산업재,자본재,건설,한진중공업,4880,9470,3830,6236,0.0021,-0.024,-0.0413,-0.3127,-0.1934,0.2292,755.905063,162.325704,133.080843,753.084522,0,-9.87,-9.87,-10.13,-11.6,-241.3,0,0,0,-0.26,-1.73,-8.02,0,0,0,0,0,-223.4,0,0,0,0,0,0,0,0,-1.01,-68.62,-31.31,-0.19,0.87,0.98,13.77,-78.56,-261.11,-152.92
A023410,유진기업,223.7728247,0.4963,산업재,자본재,건축자재,,2900,6530,2595,3657,0.0211,0.0247,0.0985,-0.0381,-0.1091,-0.4291,6848.329924,475.34405,693.014776,6908.647077,0,0,278.77,565.42,202.34,-3107.01,0,0,278.77,540.05,563.38,-2446.86,0,0,0,0,0,-636.91,0,0,0,0,0,0,0,11.36,86.19,18.74,77.49,-1687.99,29.58,9.12,277.34,-244.24,-112.26,2780.93
A023430,니트젠앤컴퍼니,46.0204108,0.6406,경기관련소비재,내구소비재와의류,가정용기기와용품,,650,877,484,655,0.0467,0.0031,0.0367,-0.1204,-0.1391,0.1424,331.804804,82.284626,154.643223,331.377137,0,0,0,0,-51.19,-51.16,0,0,0,0,-51.19,-51.19,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,1.09,76.95,112.26,100,170.34,720.21,1357.83,1742.91
A023440,제일제강,28.4,0.4149,소재,소재,철강,,2840,4965,2710,3442,0.0384,0.0107,-0.0868,-0.1288,-0.1756,-0.2324,23.180661,2.304843,4.25079,23.486389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.96,46.53,-162.88,0,0,0,0,0,0.05
A023450,동남합성,46.33920875,0.3966,소재,소재,화학,,36250,87400,32800,48095,0.0028,0.0569,0.0773,-0.1667,-0.3042,0.0083,625.966479,190.39274,414.351318,623.502654,0,-0.6,-2.23,-4.53,-71.74,-92.03,0,-0.6,-2.23,-4.53,-13.58,-26.91,0,0,0,0,0,0,0,0,0,0,0,0,23.14,106.57,1765.05,1788.95,3203.91,4742.36,0.01,13.9,-74.84,-48.64,34.89,-197.19
A023460,CNH,47.43,0.313,금융,다각화된금융,기타금융,,1275,1860,1150,1375,0,-0.0039,0.02,-0.1748,-0.0154,-0.0893,243.085146,58.269964,180.590798,242.551344,0,0,-8.45,-8.45,1.54,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,-26.72,-26.72,-40.98,-34.54,-48.36,0.71,7.46,-5.45,100.85,100.32,17.33
A023530,롯데쇼핑,10949.352,0.3045,경기관련소비재,소매(유통),백화점과일반상점,롯데,377000,390000,273500,336480,0.0013,0.0162,0.059,0.1781,0.2401,0.1187,20085.54457,18968.1646,16810.65275,20106.47881,2045.59,-338.21,-9452.1,-30345.13,-53764.83,80687.92,-163.64,-12159.42,-31994.97,-82207.5,-79220.64,-60124.17,855.26,294.37,-7626.74,-27378.89,-54445.9,-63740.05,3681.91,8394.94,40254.78,87602.25,102584.01,125548.24,-428.41,-1592.28,-1204.55,-13868.02,-3766.16,6628.73,-1217.46,14509.77,32773.34,113925.76,170027.9,12494.63
A023590,다우기술,706.6492178,0.5521,IT,소프트웨어와서비스,IT서비스,,15750,17850,9960,13694,-0.0278,0.0194,0.0535,-0.0974,0.291,0.5672,10624.81004,4606.31142,3866.592443,10591.21426,-441.62,2313.36,2849.49,4491.49,62163.66,69892.78,0.8,-457.99,297.62,-627.23,-394.19,-1156.76,-376.91,146.06,624.44,2843.01,24297.33,24626.96,0,901.56,-647.45,-2514.48,20688.5,26085.96,-46.08,-110.79,-59.65,722.75,-7009.09,-13527.85,22.69,381.19,791.06,766.76,6633.82,-18244.12
A023600,삼보판지,48.16,0.3268,소재,소재,포장재,,34400,36650,23250,29003,-0.0143,0.0029,-0.0015,0.0015,0.4098,0.207,36.391321,8.06824,12.239708,36.267275,0,0,0,50.58,-1041.73,-1310.36,0,0,0,33.86,33.86,34.09,0,0,0,0,-2.43,-199.13,0,0,0,0,-1060.68,-1155.75,0,-1.36,-1.36,-27.2,49.39,104.95,0,0,0,0,9.94,10.04
A023760,한국캐피탈,74.2973033,0.2519,금융,다각화된금융,기타금융,,609,905,505,613,0.005,0.0133,0.0116,-0.1483,-0.0455,0.16,274.286001,41.449188,33.947865,273.2117,0,0,0,-5.39,-5.39,406.54,0,0,0,0,0,411.93,0,0,0,0,0,0,0,0,0,0,0,0,25.69,59.35,54.28,-5.64,-37.27,-64.89,-4.18,-24.86,-53.81,-30.87,31.94,20.82
