Code,Name,Mkt Cap,Float Rate,WICS1,WICS2,WICS3,Jaebul,Last,YTD Max,YTD Min,YTD Avg,Ret1D,Ret1W,Ret1M,Ret3M,Ret6M,Ret12M,Turnover_1D,Turnover_5D,Turnover_20D,Turnover_52W,Inst_1D,Inst_5D,Inst_20D,Inst_60D,Inst_120D,Inst_250D,Sec_1D,Sec_5D,Sec_20D,Sec_60D,Sec_120D,Sec_250D,Fund_1D,Fund_5D,Fund_20D,Fund_60D,Fund_120D,Fund_250D,Pension_1D,Pension_5D,Pension_20D,Pension_60D,Pension_120D,Pension_250D,Others_1D,Others_5D,Others_20D,Others_60D,Others_120D,Others_250D,Foreign_1D,Foreign_5D,Foreign_20D,Foreign_60D,Foreign_120D,Foreign_250D
A073570,프롬써어티,18.07526,0.7458,IT,반도체와반도체장비,반도체와반도체장비,,1400,3080,1190,1942,0.0145,0.0526,0.1245,-0.1195,-0.2553,-0.3593,240.380403,54.175045,64.94669,239.738564,0,5.43,33.67,33.67,5.06,-68.15,0,0,0,0,0,0,0,5.43,33.67,33.67,5.06,-68.19,0,0,0,0,0,0,0,0,-6.7,-4.58,30.52,19.6,-2.5,-2.5,-2.57,-21.57,-2.47,-76.84
A073640,삼원테크,52.92,0.4223,산업재,자본재,기계,,2940,3895,2160,2898,-0.02,0.0352,0.073,-0.1145,0.0889,0.2838,72.699376,157.445162,53.905162,72.428054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,160.16,235.08,207.93,460.71,460.43,0,0,-2.67,0.26,-3.89,8.19
A073930,제너시스템즈,12.52199147,0.9136,IT,소프트웨어와서비스,인터넷소프트웨어와서비스,,1005,2230,930,1335,-0.005,0,-0.1992,-0.1299,-0.3388,-0.196,1949.493767,685.208929,1113.635504,1942.049834,0,0,0,0,0.51,-82.9,0,0,0,0,0,-83.4,0,0,0,0,0.51,0.5,0,0,0,0,0,0,-0.21,-224.32,-960.83,-1149.81,-998.82,-1421.38,6.28,-17.37,-143.27,-246.88,-82.64,-147.13
A074000,엠텍비젼,21.03387917,0.9002,IT,반도체와반도체장비,반도체와반도체장비,,585,2190,421,944,0.0263,-0.0859,-0.1749,-0.3514,-0.2697,-0.5105,2531.800071,236.525136,284.844825,2524.121651,0,0,0,0,0,-0.81,0,0,0,0,0,-0.28,0,0,0,0,0,-0.68,0,0,0,0,0,0,0,0,0,-8.85,-5.7,-414,14.1,26.1,16.7,-256.78,-23.71,-5930.74
A074130,디아이디,68.82365,0.5528,IT,디스플레이,디스플레이장비및부품,,3655,10300,2200,3560,-0.0081,0.0594,-0.2719,-0.0863,0.3054,0.0473,5832.236275,2389.116124,5018.16833,5809.470876,0,0,-9.98,-9.52,736.84,299.74,0,0,-0.08,-9.66,1054.34,1118.46,0,0,0,0,0,0,0,0,0,0,-295.95,-723.48,0,-0.26,-30.66,-7637.05,-7641.15,-7873.34,1.07,-155.53,696.73,-3394.76,-3392.71,-3402.85
A074150,창해에너지어링,16.57798703,0.4599,산업재,자본재,건설,,2175,2870,1760,2240,0,0.0714,-0.029,0.0767,0.1328,-0.1914,121.357304,40.137079,117.324312,120.877385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22,-79.67,0,-1.11,-0.13,-56.26,5.46,5.57
A074430,아미노로직스,75.51373125,0.9039,IT,반도체와반도체장비,반도체와반도체장비,,1475,4535,1205,2922,0.0688,-0.0067,-0.2698,-0.6189,-0.4527,-0.603,1955.206405,789.780099,2047.485075,1954.104944,0,0,-91.77,-22.03,100.52,98.59,0,0,0,-3.54,-3.54,-53.31,0,0,-91.77,-18.49,104.19,104.08,0,0,0,0,0,0,0,1.56,-20.76,173.08,-141.39,-325.7,84.95,156.87,-386.08,37.09,-347.36,269.15
A074600,원익QnC,77.02144,0.5627,IT,반도체와반도체장비,반도체와반도체장비,,6080,8740,5860,7187,0.0201,0.0116,0,-0.1556,-0.1839,-0.1376,682.381757,294.383202,326.03083,682.490723,-49.04,-61.04,98.94,798.94,2735.48,2798.71,-5.93,-5.93,8.07,429.4,345.36,573.26,-39.48,-39.48,-7.75,2142.24,2782.62,3092.29,2.3,2.3,191.45,-845.75,102.93,-1913.53,0,0.18,-116.79,-451.41,-679.3,-105.9,35.64,31.57,55.01,-62.03,20.51,-132.18
A074610,이엔쓰리,17.4647719,0.6455,산업재,자본재,기계,,301,1060,216,599,0,0,0.119,-0.5574,-0.5574,-0.5041,1125.728059,0,421.835404,1121.766987,0,0,0,-0.01,-0.08,-0.21,0,0,0,-0.01,-0.08,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.19,56.74,-101.1,-100.56,0,0,-87.04,252.6,193.96,229.48
A075130,플랜티넷,124.544,0.5799,IT,소프트웨어와서비스,인터넷소프트웨어와서비스,,13900,17850,5410,9622,0.0451,0.1681,0.3238,0.2636,0.7375,1.491,2917.071578,8912.17825,5224.510273,2906.137823,232.53,2766.9,622.58,8793.88,6004.87,7741.56,192.59,546.88,-576.6,2204.77,1652.94,2018.24,14.03,882,83.41,1825.13,1853.36,1844.93,0,-71.88,-867.22,-1174.54,-3313.94,-1948.99,15.9,-98.57,-1020.56,-4136.78,-3559.12,-5320.08,59.68,81.49,11.3,-1758.41,-1435.4,-847.08
A075180,새론오토모티브,108.672,0.3344,경기관련소비재,자동차와부품,자동차부품,,5660,5950,4075,4950,-0.007,0.0018,-0.0275,0.1098,0.2467,0.3396,219.55942,287.986772,201.765445,218.77974,-79.7,132.07,371.43,2378.12,3499.33,6472.36,0,-8.21,-10.87,22.21,28.87,-14.81,-69.92,-132.05,-53.32,129.96,693.99,1652.85,50.45,382.72,1161.78,3486.7,3801.46,5038.83,0,11.69,65.7,-21.81,-115.89,-514.44,1,-32.55,32.49,607.51,490.96,368.09
A075970,동국알앤에스,26.128,0.4018,소재,소재,비철금속,,1420,2600,1270,1586,-0.0274,-0.0307,-0.0241,-0.0955,-0.0719,-0.0173,267.869869,45.175751,30.091936,266.797636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,-14.42,-11.67,19.8,0,0,0,-9.19,-72.03,3.32
A076080,웰크론한텍,101.9085783,0.642,산업재,자본재,기계,,5750,5940,2320,3414,-0.0086,0.0668,0.0788,0.2778,1.2549,1.2908,2392.246503,3947.911744,3707.634112,2384.976979,79.55,812.82,7253.72,9653.49,10016.09,9563.52,0,57.24,106.97,80.47,39.29,39.29,0,-36.98,-145.97,-22.38,-6260.89,-6713.46,216.96,860.09,3261.46,4962.34,7858.71,7858.71,20.03,1002.37,1125.12,1312.36,-741.58,-975.47,-224.36,-109.68,414.4,427.29,258.51,314.34
A077280,다윈텍,19.039325,0.544,IT,디스플레이,디스플레이장비및부품,,1780,2885,1500,2065,-0.0111,0,-0.0378,-0.1401,-0.342,-0.2089,242.246898,18.06844,22.995187,241.980672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.93,-11.34,1046.17,0,0,-21.64,-107.63,-15.66,-505.31
A077360,덕산하이메탈,626.057481,0.4387,IT,반도체와반도체장비,반도체와반도체장비,,21300,27550,16500,22705,-0.0047,0.0519,0.0812,0.0493,-0.1198,-0.1855,7308.354085,2844.41077,4297.293195,7314.244991,888.48,2024.72,13244.48,21924.99,10028.3,37211.67,19.7,13.49,803.62,205.85,532.59,-1306.74,656.62,1006.25,10603.7,12723.65,11994.26,21512.8,41.38,-335.72,2825.7,8686.42,10708.77,17587.09,-13.1,148.32,-242.06,202.43,-1202.54,194.32,-61.85,973.78,3413.39,-10792.01,-40434.47,-68785.87
A077500,유니퀘스트,122.9644822,0.4849,IT,반도체와반도체장비,반도체와반도체장비,,9280,9460,3500,5681,0.0087,0.0716,0.0969,0.4103,0.7846,1.5013,419.633061,680.020472,976.98784,417.987027,30.62,756.25,2368.13,2314.5,5221.29,5196.92,0,-85.34,-86.3,514,868.55,909.19,39.65,103.36,-323.22,-957.26,669.82,668.3,0,591.82,2075.18,2075.18,2075.18,2075.18,-9.2,128.77,271.19,767.2,612.2,927.24,-43.52,39.78,-19.26,-187.11,-88.06,-221.35
A077970,STX엔진,266.1210102,0.6641,산업재,자본재,조선,STX,9280,20900,7320,12232,0.0288,-0.0343,0.1974,0.0474,-0.0857,-0.3151,3908.197402,1728.80246,2024.67011,3899.705539,-6.53,168.05,902.68,-1632.69,-10053.45,-17991.79,-3.66,152.9,330.12,553.32,247.5,1275.98,-3.61,-52.11,662.61,-192.27,-5366.78,-20006.78,0,0,-0.19,-1065,-3416.12,2990.48,0,115.83,631.51,5505.34,4531.32,7692.91,2.91,1780.9,7013.71,6283.52,3002.49,-16840.9
A078000,텔코웨어,110.1257131,0.2442,IT,소프트웨어와서비스,소프트웨어,,11350,11350,6700,7954,0.0179,0.1019,0.2324,0.3841,0.5634,0.5963,53.761422,106.45586,77.576929,53.547224,0,-0.05,-0.24,37.25,37.14,-19.28,0,-0.05,-0.24,-0.4,-0.51,-1.99,0,0,0,0,0,0,0,0,0,0,0,0,22.81,53.26,90.54,91.15,133.13,171.87,0,0,0,-32.48,-48.97,-0.89
A078020,이트레이드증권,362.3066505,0.0831,금융,증권,증권,,8950,9760,5777,8415,0.0056,0.0056,0.0542,-0.0165,0.0011,0.5442,177.984486,146.139842,177.668139,177.502507,94.85,493.06,1534.6,2600.52,6992.98,13597.22,0,-0.48,-2.34,-99.65,-111.47,-119.28,0,0,0,-225.55,-238.27,-1401.07,0,0,0,0,0,-707.54,0,-1.77,-1.92,-48.02,-65.63,-427.51,1.01,12.47,61.94,133.39,229.77,221.73
A078070,유비쿼스,106.636,0.5765,IT,기술하드웨어와장비,통신장비,,5030,5670,3600,4541,0.0265,0.0612,-0.072,0.1432,0.2005,0.119,529.426269,362.66036,544.051981,528.275302,33.85,53.83,53.83,-25.51,-432.05,-473.37,0,0,0,-49.89,-139.32,-122.86,33.85,33.85,33.85,4.41,4.41,-105.56,0,0,0,0,0,0,0,0.48,-130.51,-878.73,-861.37,-599.77,19.92,124.49,53.52,-218.74,-394.54,-948.32
A078130,국일제지,9.2,0.383,소재,소재,종이와목재,,4600,6540,3830,4910,0.122,0.1302,0.0587,0.1044,0.0256,-0.1887,15.36648,11.701963,5.992474,15.340469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.04,-0.04,-0.12,8.42,0,0,0,0,-0.77,-0.77
A078140,대봉엘에스,31.70761594,0.4735,건강관리,제약과생물공학,제약,,2860,4185,2335,2960,-0.0104,0,-0.0623,-0.0592,0.0895,0.1064,1318.573962,78.972848,144.321461,1314.61673,0,0,0,0,0,-0.61,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,0,0,-19.76,-240.58,-198.98,-63.71,-2.2,-8.04,54.72,-142.82,-335.69,-203.18
A078150,HB테크놀러지,43.77103848,0.7311,IT,디스플레이,디스플레이장비및부품,,1110,1515,922,1178,0.0137,0.0278,0.0374,-0.1048,-0.0045,-0.1429,684.808399,285.780547,659.11519,689.946755,0,80.48,-20.16,-514,-4.98,-883.83,0,0,0,-117.49,203.89,203.89,0,0,0,-0.32,205.72,-728.14,0,0,0,0,2.57,2.57,13.91,13.91,-45.74,-152.8,-233.4,665.79,13.91,27.64,-119.94,-61.82,-73.98,-314.14
A078160,메디포스트,576.8671055,0.9094,건강관리,제약과생물공학,생물공학,,80500,211800,73000,104387,0.0075,0.0255,0.0242,-0.1526,-0.1231,-0.5347,28957.14867,7371.16838,7711.329545,28940.67556,-100.12,-802.1,-1810.41,-4071.65,6759.67,-11320.69,-100.12,-454.57,2.58,158.55,3282.24,-247.95,0,-0.31,-117.63,-1428.14,-884.87,-109.47,0,0,-1830.15,-3479.92,1518.24,-614.95,0,18.87,-344.8,-325.91,564.29,-1222.67,-98.52,1118.47,2089.23,-134.12,-1966.38,4633.08
A078340,컴투스,489.207181,0.7464,IT,소프트웨어와서비스,게임소프트웨어와서비스,,48500,76000,17750,41152,-0.0202,0.1687,-0.2177,-0.2629,0.1372,1.3659,20099.17382,27268.71779,33693.52533,20046.76225,-230.27,14065.32,-26741.93,-32730.3,-80799.08,-45377.84,337.05,1854.41,744.04,-8752.97,-10015.72,-9803.79,476.47,4045.3,-11709.23,-8973.95,-41562.64,-11807.26,-637.66,1086.59,-8744.16,-6643.42,-1573.1,10507.39,-25.07,707.16,665.63,2324.34,1604.51,1011.26,-4314.56,-5094.67,-10995.08,-12655.31,25689.48,7133.35
A078350,한양디지텍,34.25,0.4534,IT,반도체와반도체장비,반도체와반도체장비,,3425,6680,2875,3937,0.0285,0.0856,-0.1677,-0.4511,-0.0366,0.0133,1071.813978,466.320804,1241.580038,1069.183459,0,0,0.05,-4.89,-3.47,-3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.83,-7.44,1.54,1.54,10.74,-11.95,64.22,57.21,63.82,34.52
A078520,에이블씨엔씨,815.7819738,0.7092,경기관련소비재,내구소비재와의류,화장품,,78900,91116,24237,55873,-0.0038,0.1102,0.1059,-0.04,0.5218,2.1037,8079.342008,10518.63996,13982.67663,8051.971394,-26.11,-1861.72,-9416.72,-42449.64,-54805.9,-30935.68,-8.54,0.57,-1763.71,-4625.27,-3962.7,-3378.27,758.31,721.58,-6113.59,-10674,-21943.36,-7216.68,-287.25,-1595.2,1166.54,-9711.25,-7980.27,3018.54,0.08,-1022.24,-2047.64,-1718.39,-4528.95,-3373.76,-443.93,-2934.89,8723.34,36022.89,60205.04,63372.51
A078590,두올산업,17.18789951,0.6492,경기관련소비재,자동차와부품,자동차부품,,1805,6040,1430,3190,-0.0055,0.0314,-0.1546,-0.346,-0.5014,-0.4101,1481.742596,328.433799,231.414292,1477.905011,0,0,0,0,-1082.59,-4474.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.39,-37.42,-1815.1,0,-42.33,-9.86,-22.23,-78.76,-159.48
A078600,대주전자재료,88.2969568,0.5726,IT,기술하드웨어와장비,전자장비와기기,,10400,12700,7450,10050,-0.0189,0.0097,-0.0459,-0.0326,0.2293,0.1886,1545.826905,612.86447,644.733938,1542.683893,-18.21,-133.14,244.47,1748.93,5534.64,4105.88,-0.28,-16.02,-20.44,-463.18,266.41,293.44,-121.09,-222.05,-48,1306.72,4372.89,4857.84,0,0,0,-63.75,-183.42,-2268.82,0,-10.9,-116.33,-612.36,68.89,76.88,-21.18,45.49,96.2,229.83,59.76,-100.8
A078650,코렌,41.78628408,0.7809,IT,기술하드웨어와장비,핸드셋,,5520,6020,2025,3291,0.0615,0.0718,0.2132,0.3269,0.8904,1.6538,612.138301,974.410385,2248.690321,609.737149,78.99,219.87,959.07,936.62,937.09,937.09,0,83.04,196.9,196.9,196.9,196.9,78.99,136.83,475.45,443.28,443.66,443.66,0,0,256,259.86,259.86,259.86,-5.71,-86.68,-412.35,-432.02,-684.62,-648.81,-145.55,-0.37,-794.48,-1066.83,-782.52,-711.43
A078780,아이디에스,41.7127436,0.64,IT,기술하드웨어와장비,핸드셋,,2200,2875,1510,2222,0.0427,0.0329,0.1111,0.0945,-0.1506,0.3968,860.847929,326.840659,308.24216,858.572068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.35,846.7,1535.5,1486.32,3041.29,3677.39,9.71,3.5,-39.68,-4.94,-60.29,-300.94
A078860,포인트아이,26.157851,0.7336,IT,소프트웨어와서비스,인터넷소프트웨어와서비스,,3800,5400,955,2787,0.057,-0.0488,-0.1254,0.0093,0.4232,2.8191,155.55722,117.278146,141.986034,155.133091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6,-12,-107.18,-141.29,-87.94,-98.7,-4.79,-20.11,-33.7,143.02,139.69,17.8
A078890,가온미디어,49.40941347,0.7733,IT,전자와 전기제품,전자제품,,4910,5030,3095,3697,0.0072,0.0414,0.0815,0.4992,0.5038,0.5344,426.472668,543.583079,580.177576,425.493366,0,176.38,629.81,1118.94,-2374.67,-2567.65,0,0,-29.66,-115.34,140.4,140.4,0,162.71,451.85,784.98,784.98,482.8,0,0,0,0,0,0,-2.42,0.47,32.96,375.18,2091.26,1720.69,26.6,59.42,-94.04,-21.21,-50.13,-49.31
A078930,GS,6689.907216,0.5472,에너지,에너지,석유와가스,GS,72000,76000,48950,63122,0.0127,-0.0055,0.0184,0.0778,0.4201,0.4472,30151.03357,22763.42694,23488.27155,30120.75373,-1806.11,-7037.48,13112.31,198144.6,400794.77,599552.72,-1692.08,1914.83,4746,16918.33,-849.17,38818.09,2481.16,-2819.53,-3961.4,79298.79,162740.46,195895.18,-1912.52,-2325.52,9902.21,58398.78,182823.38,245156.4,-35.05,-113.47,2877.85,-22155.07,-8478.56,6958.34,3785.21,15206.58,-422.19,-51774.35,-174573.83,-179811.2
A078940,일경산업개발,9.80973644,0.9261,산업재,자본재,기계,,1610,7930,1015,2618,0.15,0.4123,0.2105,-0.4311,-0.7416,0.0878,4030.456677,2305.991404,794.972925,4014.396938,0,0,0,3.88,3.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.01,0.01,2,12.58,-37.71,111.3,420.58,399.06,376.91,-231.26,1066.17
A079000,와토스코리아,30.66,0.3982,산업재,자본재,건축제품,,7300,11262,6138,7163,-0.0082,-0.009,0.027,0.0644,-0.0003,-0.0858,341.188124,119.48706,154.324525,339.953387,0,0,16.9,39.38,73.86,98.71,0,0,11.22,11.22,11.22,11.24,0,0,0,22.48,39.19,64.02,0,0,0,0,0,0,0,13.29,-10.74,-13.73,-17.04,-476.34,0,-4.34,14.64,7.51,-77.31,-1890.22
A079160,CJ CGV,662.8512747,0.5985,경기관련소비재,미디어,방송과엔터테인먼트,CJ,32150,35150,24200,27906,0.0142,0.0524,-0.0092,0.1183,0.2178,0.2132,2228.888431,5858.46488,4177.97791,2224.261909,544.14,15975.25,18345.21,16911.37,18557.5,21677.73,144.59,12118.48,14445.56,11709.86,14441.94,14729.07,415.93,4937.61,8775.2,6778.65,10865.47,7415.93,52.97,-63.21,-1362.55,-1203.03,-395.45,5235.78,0,-525.78,844.57,489.7,152.12,278.52,-113.97,-14297.44,-23894.16,-21014.66,-21448.88,-24542.63
A079170,한창산업,16.276,0.3009,소재,소재,비철금속,,3130,4200,2805,3291,-0.0032,-0.0142,-0.0157,-0.1269,-0.0601,0.0646,33.225676,9.866833,13.883004,33.102399,0,0,-88.63,10.18,7.11,-7.86,0,0,-88.14,14.4,14.4,14.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45,19.64,30.72,14.02,0,-0.37,2.85,-8.11,4.4,4.44
A079190,EMW,57.0926538,0.5929,IT,기술하드웨어와장비,핸드셋,,4545,5060,1915,2955,0.0306,0,0.0899,0.51,0.3731,1.0111,545.448409,516.018681,594.899234,543.519882,12.19,39.26,78.88,72.27,72.27,71.28,12.19,39.26,78.88,72.27,72.27,72.27,0,0,0,0,0,0,0,0,0,0,0,0,0,52.72,-4.12,-6.48,-771.55,-804.65,-13.1,76.75,93.11,-17.01,45.86,46.86
A079370,제우스,32.096,0.279,IT,기술하드웨어와장비,전자장비와기기,,3400,6400,3020,4466,0,0.0303,-0.03,-0.2902,-0.1457,-0.1584,486.29283,42.037038,52.068195,485.108025,0,0,-3.21,-3.21,-3.3,-3.99,0,0,0,0,0,-0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.12,-13.14,-133.23,-183.83,-2.57,-15.05,-58.77,38.56,88.48,88.49
A079430,리바트,102.534201,0.4739,산업재,자본재,가구,현대백화점,5940,8400,5190,6672,-0.0067,-0.0262,-0.0776,-0.1466,0.0761,-0.2355,190.809114,38.991336,35.396973,190.50269,-10.27,-40.08,3.54,803.94,1393.91,3055.14,-0.41,1.7,1.7,7.39,8.01,5.92,-9.87,-41.44,2.16,494.06,1074.17,2465.02,0,0,0,245.75,317.63,527.21,0,0,0,4246.45,6004.78,6025.03,1.35,5.64,46.57,85.73,-128.49,-229.58
A079650,서산,14.72,0.321,산업재,자본재,건축자재,,36800,42000,25400,31006,0.0194,0.0194,0.0824,-0.0054,0.2267,0.4236,31.339129,11.40156,19.956908,31.215178,0,0,0,8.54,8.54,8.54,0,0,0,8.54,8.54,8.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,-2.81,-1.26,0,0,0,0,0.27,0.27
A079660,사조해표,86.994,0.482,필수소비재,"식품,음료,담배",식품,,12150,15050,6900,9981,0,0.1198,0.1627,0.35,0.4692,-0.0865,473.693942,877.19062,439.148528,472.313207,45.26,1138.1,1167.92,1183.21,1182.92,1181.61,45.26,1108.3,1138.12,1153.41,1153.12,1151.64,0,0,0,0,0,0,0,0,0,0,0,0,0,75.73,298.96,412.44,426.9,447.01,-10.08,-26.96,-60.85,-160.39,-230.75,-498.13
A079810,디이엔티,15.023,0.6728,IT,디스플레이,디스플레이장비및부품,,1810,3530,1615,2147,0.0056,0.0523,0.0372,-0.1149,-0.0995,-0.2347,170.60464,104.239403,45.252258,170.080303,0,0,0,0,-0.13,9.09,0,0,0,0,0,0,0,0,0,0,3.65,5.08,0,0,0,0,0,0,0,0,0,0,0.01,3.3,0,0,0.18,-4.98,-7.68,-6.4
A079940,가비아,53.80948494,0.6024,IT,소프트웨어와서비스,인터넷소프트웨어와서비스,,4035,8050,3435,5540,-0.0012,0.1131,-0.3385,-0.3626,-0.2135,0.1747,8973.314617,2081.265826,3538.496258,8948.150326,0,0,-3.68,15.34,15.34,-305.84,0,0,0,13.9,13.9,14.64,0,0,0,0,0,-317.24,0,0,0,0,0,0,0,0,12.59,-5.39,-1175.62,-1005.76,-0.45,-28.56,222.99,199.69,-364.49,-3693.13
A079950,LIG에이디피,56.608,0.703,IT,디스플레이,디스플레이장비및부품,,2440,4250,1980,2795,0.0167,0.0167,0.0586,0.0146,-0.0317,-0.2958,241.656914,26.421528,69.245299,252.568963,0,0,-2.94,-5.91,-3.51,32.85,0,0,0,0,0,-27.73,0,0,-2.94,-5.91,-3.51,13.73,0,0,0,0,0,78.71,0,34.91,512.31,945.28,1179.78,1507.86,0,0,-2.23,5.97,-30.39,-32.57
A079960,동양이엔피,117.9,0.5823,IT,전자와 전기제품,전기제품,,15000,17350,7800,10939,-0.0033,0.0239,-0.1228,0.25,0.5432,0.8405,700.524713,565.97555,1386.575688,697.871156,0,-24.68,-86.81,5165.15,5344.6,5366.6,0,50.02,55.17,900.32,902.57,901.87,0,-74.7,-1.82,2717.32,2915.62,3040.39,0,0,0,0,0,0,15.02,28.36,3319.09,-13.07,-901.91,5688.86,-18.78,64.67,1172.6,2086.62,2264.08,2246.85
A079970,투비소프트,20.14225,0.6888,IT,소프트웨어와서비스,소프트웨어,,5750,8070,4510,5860,-0.012,-0.0171,-0.0204,-0.1154,-0.0496,0.2582,574.473822,51.538672,65.058872,572.855673,0,0,0,-10.85,-52.76,-52.57,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,-19.32,-1.65,-14.53,45.36,-157.03,-14.43,-15.86,-106.19,-131.66,50.83,60.54
A079980,휴비스,357.075,0.6354,소재,소재,화학,,10350,13700,7650,10408,-0.019,0.0299,-0.1078,-0.1585,0.0929,0,4757.879286,2870.54544,3254.33287,4757.879286,115.49,-658.95,83.98,12766.63,26878.65,1413.88,113.94,-20.36,285.8,-544.72,-629.03,-4247.02,2.9,-586.8,-724.18,4701.13,7669.78,-2798.54,0,-148.35,366.51,1969.18,7726.07,2629.98,0,100.15,388.66,113.14,-92.88,-695.03,-791.16,-1878.6,-4769.44,-1764.62,-2532.88,-31420.54
A080000,에스엔유,98.4893254,0.7248,IT,디스플레이,디스플레이장비및부품,,4820,12350,3750,7719,0.0158,0.0299,0.1699,-0.1252,-0.3828,-0.532,1414.377974,623.464184,670.513585,1414.459945,0,2.99,26.41,-40.43,-906.25,-1921.95,0,2.99,26.41,-40.43,-121.4,-97.78,0,0,0,0,-282.71,-319.91,0,0,0,0,-497.36,-1043.35,0,0,0,-24.73,-205.98,498.48,17.23,97.48,-259.81,-4393.22,-4633.48,-8295.01
A080010,이상네트웍스,31.32,0.6245,IT,소프트웨어와서비스,인터넷소프트웨어와서비스,,3480,6900,2880,3960,-0.0085,-0.017,0.061,-0.2704,0.0943,-0.0878,679.271484,167.952266,179.237826,676.597391,0,0,0,0,-1608.08,-1531.32,0,0,0,0,-307.35,-307.35,0,0,0,0,-894.94,-894.94,0,0,0,0,0,0,0,0,0,10.42,-50.6,-46.59,-6.11,-15.15,-26.95,-259.56,109.19,82.6
A080030,동북아2호,15.96911,0.9661,,,,,5050,5260,4725,5031,0,0.002,0.002,0.002,0,0.011,6.015603,0.0101,0.78719,5.99345,0,0,0,-0.05,-0.15,-0.3,0,0,0,-0.05,-0.15,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
A080160,모두투어,379.26,0.7849,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,30100,33600,15446,22398,0.0273,0.0361,0.0506,0.1897,0.5718,0.8956,2328.768812,1872.74455,2146.200105,2322.73452,1295.37,2354.48,4304.82,20364.17,25835.76,37776.45,392.32,621.03,3437.74,7831.16,8410.67,8549.4,561.08,1356.02,-916.34,12887.64,9063.67,15898.89,42.81,147.74,539.49,1425.24,2101.49,7124.9,56.35,-87.88,-513.55,335.69,1637.34,-3642.12,-22.39,204.77,727.65,155.48,7827.3,4904.01
A080180,아시아1호,22.9616985,0.9642,,,,,5030,5690,4260,5012,0,0,0,0.002,0.006,0.0141,11.388703,0,12.149195,11.342966,0,0,-0.2,-0.25,-0.4,-350.94,0,0,-0.2,-0.25,-0.4,-0.85,0,0,0,0,0,-350.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A080220,EMLSI,186.492651,0.8318,IT,반도체와반도체장비,반도체와반도체장비,,7960,10450,2865,5743,-0.0293,-0.0829,-0.1441,-0.0386,0.3748,0.985,1552.101264,1410.284228,1444.922219,1553.577324,0,0,242.68,925.03,859.1,-494.21,0,0,20.55,74.83,69.79,-373.23,0,0,0,110.57,72.29,-363.63,0,0,222.13,776.68,743.45,743.45,0,25.16,328.33,744.4,2396.84,8681.27,-69.95,104.94,510.85,1615.61,-172.81,464.24
A080420,이노칩,200.5091434,0.2152,IT,기술하드웨어와장비,핸드셋,,13450,15250,8660,11979,0.0151,0.1303,-0.0358,0.3186,0.1303,0.5045,1277.959457,1322.34121,2314.931688,1274.847231,545.35,2065.37,4176.41,8195.55,6392.19,9987.95,40.56,149.62,893.24,1244.79,1392.83,3165.48,36.49,243.36,-1223.35,-322.2,-301.55,275.4,468.3,1610.47,4342.32,5493.31,5053.12,7124.67,-36.35,-34.78,-377.97,-590.02,-632.25,2466.98,-72.44,-267.01,-596,-3020.35,-3132.57,-3044.72
A080440,세진전자,31.65924645,0.56,경기관련소비재,자동차와부품,자동차부품,,1950,3378,1395,2242,0.0541,0.1175,0.2829,-0.1295,-0.058,-0.2407,603.01068,125.702197,108.678636,611.472096,0,0,0,-6.12,-20.36,-20.36,0,0,0,-6.12,-20.36,-20.36,0,0,0,0,0,0,0,0,0,0,0,0,-6.68,-10.18,-46.99,82.28,-80.13,-238.4,-4.52,-11.95,6.46,37.81,25.31,38.68
